city,state,total_rows,pass_i1,pass_i3,pass_i4,ready,meets_threshold,pages_unlocked,filters
"Fort Walton Beach",FL,7,7,7,7,7,true,10,"outdoor public"
"Orange Park",FL,7,7,7,7,7,true,10,"outdoor public"
"Panama City Beach",FL,8,8,7,8,7,true,10,"outdoor lights"
"Ponte Vedra",FL,7,7,7,7,7,true,10,"outdoor public"
"Cedar Falls",IA,7,7,7,7,7,true,10,"indoor public"
"Caldwell",ID,7,7,7,7,7,true,10,"outdoor public"
"Idaho Falls",ID,7,7,7,7,7,true,10,"indoor public"
"Mccall",ID,7,7,7,7,7,true,10,"outdoor public"
"Post Falls",ID,7,7,7,7,7,true,10,"outdoor public"
"Skokie",IL,7,7,7,7,7,true,10,"outdoor public"
"Springfield",IL,10,7,10,10,7,true,10,"indoor public"
"Evansville",IN,8,7,8,8,7,true,10,"indoor public"
"Battle Creek",MI,7,7,7,7,7,true,10,"indoor public"
"Saint Paul",MN,9,7,9,9,7,true,10,"indoor public"
"New Paltz",NY,7,7,7,7,7,true,10,"outdoor public"
"Hillsboro",OR,7,7,7,7,7,true,10,"outdoor public"
"North Bend",OR,7,7,7,7,7,true,10,"outdoor public"
"Allentown",PA,7,7,7,7,7,true,10,"outdoor public"
"Round Rock",TX,8,8,7,8,7,true,10,"indoor outdoor"
"Enterprise",AL,6,6,6,6,6,true,10,"outdoor public lights"
"Florence",AL,7,7,6,7,6,true,10,"indoor outdoor public"
"Little Rock",AR,7,6,7,7,6,true,10,"indoor outdoor public"
"Glendale",AZ,6,6,6,6,6,true,10,"indoor public lights"
"Davis",CA,6,6,6,6,6,true,10,"outdoor free public"
"Santa Rosa",CA,6,6,6,6,6,true,10,"outdoor free public"
"Arvada",CO,6,6,6,6,6,true,10,"indoor outdoor public"
"Parker",CO,8,8,6,8,6,true,10,"indoor public lights"
"Daytona Beach",FL,6,6,6,6,6,true,10,"outdoor public lights"
"Englewood",FL,7,7,6,7,6,true,10,"indoor public lights"
"Fort Lauderdale",FL,6,6,6,6,6,true,10,"indoor outdoor public"
"Palm Bay",FL,6,6,6,6,6,true,10,"indoor outdoor public"
"Lahaina",HI,7,7,6,7,6,true,10,"outdoor free public"
"Bettendorf",IA,8,6,8,8,6,true,10,"indoor outdoor public"
"Council Bluffs",IA,6,6,6,6,6,true,10,"indoor outdoor public"
"Marshalltown",IA,6,6,6,6,6,true,10,"indoor outdoor public"
"Ottumwa",IA,6,6,6,6,6,true,10,"indoor outdoor public"
"Rock Island",IL,7,6,7,7,6,true,10,"indoor outdoor public"
"Bloomington",IN,6,6,6,6,6,true,10,"indoor outdoor public"
"Andover",KS,7,6,7,7,6,true,10,"indoor outdoor public"
"Westford",MA,6,6,6,6,6,true,10,"outdoor free public"
"Hagerstown",MD,7,7,6,7,6,true,10,"indoor outdoor public"
"Havre De Grace",MD,6,6,6,6,6,true,10,"outdoor free public"
"Millersville",MD,6,6,6,6,6,true,10,"indoor outdoor public"
"Bloomington",MN,6,6,6,6,6,true,10,"indoor outdoor public"
"Detroit Lakes",MN,6,6,6,6,6,true,10,"indoor outdoor public"
"Edina",MN,7,6,7,7,6,true,10,"indoor outdoor public"
"St. Charles",MO,7,7,6,7,6,true,10,"outdoor public lights"
"Billings",MT,8,7,7,8,6,true,10,"indoor outdoor public"
"Brevard",NC,6,6,6,6,6,true,10,"indoor outdoor public"
"Franklin",NC,6,6,6,6,6,true,10,"indoor outdoor public"
"Fargo",ND,6,6,6,6,6,true,10,"indoor outdoor public"
"Cortland",NY,7,6,7,7,6,true,10,"indoor outdoor public"
"North Tonawanda",NY,6,6,6,6,6,true,10,"indoor public lights"
"Medina",OH,6,6,6,6,6,true,10,"outdoor free public"
"Hood River",OR,6,6,6,6,6,true,10,"indoor outdoor public"
"Beaufort",SC,6,6,6,6,6,true,10,"outdoor public lights"
"Sparta",TN,6,6,6,6,6,true,10,"outdoor public lights"
"Brownsville",TX,7,7,6,7,6,true,10,"outdoor public lights"
"Galveston",TX,7,7,6,7,6,true,10,"indoor outdoor public"
"Sugar Land",TX,8,7,7,8,6,true,10,"indoor outdoor public"
"Park City",UT,6,6,6,6,6,true,10,"outdoor public lights"
"Sandy",UT,8,8,6,8,6,true,10,"outdoor public lights"
"Chesterfield",VA,8,8,6,8,6,true,10,"outdoor public lights"
"Culpeper",VA,7,7,6,7,6,true,10,"indoor outdoor public"
"Henrico",VA,6,6,6,6,6,true,10,"indoor public lights"
"McLean",VA,6,6,6,6,6,true,10,"outdoor free public"
"Palmyra",VA,6,6,6,6,6,true,10,"outdoor public lights"
"Reston",VA,8,8,6,8,6,true,10,"indoor public lights"
"Rutland",VT,7,7,6,7,6,true,10,"indoor outdoor public"
"Anacortes",WA,6,6,6,6,6,true,10,"outdoor free public"
"Lacey",WA,6,6,6,6,6,true,10,"outdoor public lights"
"Spokane Valley",WA,7,7,6,7,6,true,10,"indoor public lights"
"Kenosha",WI,8,6,8,8,6,true,10,"indoor public lights"
"Sheridan",WY,6,6,6,6,6,true,10,"indoor outdoor public"
"Gainesville",GA,6,6,5,6,5,true,10,"outdoor free public lights"
"Oahu",HI,8,5,8,8,5,true,10,"outdoor free public lights"
"Biloxi",MS,6,5,6,6,5,true,10,"outdoor free public lights"
"Concord",NC,5,5,5,5,5,true,10,"indoor outdoor free public"
"Randolph",NJ,6,5,6,6,5,true,10,"indoor outdoor public lights"
"Dayton",OH,6,6,5,6,5,true,10,"indoor outdoor public lights"
"Dublin",OH,5,5,5,5,5,true,10,"indoor outdoor public lights"
"Pharr",TX,6,6,5,6,5,true,10,"indoor outdoor public lights"
"Burke",VA,5,5,5,5,5,true,10,"outdoor free public lights"
"Vienna",VA,7,6,6,7,5,true,10,"indoor outdoor public lights"
"Weirton",WV,5,5,5,5,5,true,10,"indoor outdoor public lights"
"Koloa",HI,7,7,7,7,7,true,9,"outdoor"
"Gulf Shores",AL,7,6,7,7,6,true,9,"outdoor public"
"Bullhead City",AZ,7,6,6,7,6,true,9,"indoor public"
"Chandler",AZ,9,8,7,9,6,true,9,"outdoor lights"
"Auburn",CA,6,6,6,6,6,true,9,"outdoor public"
"El Centro",CA,6,6,6,6,6,true,9,"indoor outdoor"
"Grass Valley",CA,8,7,7,8,6,true,9,"outdoor public"
"Redding",CA,6,6,6,6,6,true,9,"outdoor public"
"Santa Barbara",CA,6,6,6,6,6,true,9,"outdoor public"
"Englewood",CO,6,6,6,6,6,true,9,"outdoor public"
"Greeley",CO,6,6,6,6,6,true,9,"outdoor public"
"Wheat Ridge",CO,7,6,6,7,6,true,9,"indoor public"
"Danbury",CT,6,6,6,6,6,true,9,"indoor public"
"Greenwich",CT,7,7,6,7,6,true,9,"outdoor public"
"Simsbury",CT,7,7,6,7,6,true,9,"indoor public"
"Cape Coral",FL,6,6,6,6,6,true,9,"outdoor public"
"Estero",FL,7,7,6,7,6,true,9,"outdoor public"
"Wesley Chapel",FL,6,6,6,6,6,true,9,"outdoor lights"
"Wildwood",FL,6,6,6,6,6,true,9,"outdoor public"
"Macon",GA,6,6,6,6,6,true,9,"outdoor public"
"Powder Springs",GA,6,6,6,6,6,true,9,"indoor public"
"Mililani",HI,6,6,6,6,6,true,9,"outdoor public"
"Iowa City",IA,6,6,6,6,6,true,9,"outdoor public"
"Star",ID,6,6,6,6,6,true,9,"outdoor public"
"Evanston",IL,7,7,6,7,6,true,9,"indoor public"
"Normal",IL,7,6,7,7,6,true,9,"outdoor public"
"Lake Charles",LA,6,6,6,6,6,true,9,"indoor public"
"Quincy",MA,6,6,6,6,6,true,9,"outdoor public"
"Elkton",MD,6,6,6,6,6,true,9,"indoor public"
"Kalamazoo",MI,7,7,6,7,6,true,9,"indoor public"
"Lansing",MI,6,6,6,6,6,true,9,"indoor public"
"Royal Oak",MI,6,6,6,6,6,true,9,"outdoor public"
"St Louis",MO,6,6,6,6,6,true,9,"outdoor public"
"Missoula",MT,6,6,6,6,6,true,9,"outdoor public"
"Kernersville",NC,6,6,6,6,6,true,9,"outdoor lights"
"Leland",NC,6,6,6,6,6,true,9,"outdoor lights"
"Nashua",NH,6,6,6,6,6,true,9,"outdoor public"
"Summerlin",NV,6,6,6,6,6,true,9,"outdoor public"
"Bronx",NY,7,6,7,7,6,true,9,"indoor public"
"Niagara Falls",NY,7,6,7,7,6,true,9,"indoor public"
"Watertown",NY,6,6,6,6,6,true,9,"outdoor public"
"Bluffton",SC,6,6,6,6,6,true,9,"outdoor public"
"Bryan",TX,6,6,6,6,6,true,9,"outdoor public"
"Issaquah",WA,6,6,6,6,6,true,9,"outdoor public"
"Menomonee Falls",WI,6,6,6,6,6,true,9,"indoor lights"
"Neenah",WI,7,6,7,7,6,true,9,"outdoor public"
"New Richmond",WI,6,6,6,6,6,true,9,"indoor public"
"Waukesha",WI,6,6,6,6,6,true,9,"outdoor public"
"Madison",AL,5,5,5,5,5,true,9,"indoor outdoor public"
"Poway",CA,5,5,5,5,5,true,9,"outdoor free public"
"Stockton",CA,5,5,5,5,5,true,9,"indoor outdoor public"
"Torrance",CA,6,6,5,6,5,true,9,"outdoor free public"
"Palmetto",FL,5,5,5,5,5,true,9,"outdoor public lights"
"Pensacola",FL,6,6,5,6,5,true,9,"outdoor public lights"
"Port Orange",FL,5,5,5,5,5,true,9,"outdoor public lights"
"Rexburg",ID,5,5,5,5,5,true,9,"outdoor free public"
"Palatine",IL,5,5,5,5,5,true,9,"indoor outdoor public"
"Elkhart",IN,5,5,5,5,5,true,9,"indoor free public"
"Terre Haute",IN,6,5,6,6,5,true,9,"indoor outdoor public"
"Plymouth",MA,5,5,5,5,5,true,9,"outdoor public lights"
"Independence",MO,6,5,6,6,5,true,9,"indoor outdoor lights"
"Joplin",MO,5,5,5,5,5,true,9,"outdoor public lights"
"Gulfport",MS,5,5,5,5,5,true,9,"outdoor free public"
"Gastonia",NC,5,5,5,5,5,true,9,"indoor public lights"
"Holly Springs",NC,5,5,5,5,5,true,9,"outdoor public lights"
"Lincolnton",NC,5,5,5,5,5,true,9,"indoor public lights"
"Shelby",NC,5,5,5,5,5,true,9,"indoor free public"
"Fallon",NV,5,5,5,5,5,true,9,"outdoor public lights"
"Mesquite",NV,6,6,5,6,5,true,9,"outdoor public lights"
"Fishkill",NY,5,5,5,5,5,true,9,"outdoor public lights"
"Glens Falls",NY,5,5,5,5,5,true,9,"outdoor public lights"
"Red Hook",NY,5,5,5,5,5,true,9,"indoor public lights"
"Saratoga Springs",NY,6,6,5,6,5,true,9,"indoor outdoor public"
"Sayville",NY,5,5,5,5,5,true,9,"outdoor public lights"
"Ashland",OH,5,5,5,5,5,true,9,"outdoor public lights"
"Lima",OH,5,5,5,5,5,true,9,"indoor public lights"
"Uniontown",OH,5,5,5,5,5,true,9,"indoor public lights"
"Willoughby",OH,5,5,5,5,5,true,9,"indoor public lights"
"Edmond",OK,5,5,5,5,5,true,9,"outdoor public lights"
"Ashland",OR,5,5,5,5,5,true,9,"outdoor public lights"
"Astoria",OR,6,6,5,6,5,true,9,"indoor public lights"
"Easton",PA,7,5,6,7,5,true,9,"indoor public lights"
"Harrisburg",PA,6,5,6,6,5,true,9,"outdoor public lights"
"New Castle",PA,5,5,5,5,5,true,9,"indoor public lights"
"Spartanburg",SC,6,6,5,6,5,true,9,"outdoor public lights"
"Aberdeen",SD,5,5,5,5,5,true,9,"indoor public lights"
"Yankton",SD,6,6,5,6,5,true,9,"indoor public lights"
"Franklin",TN,6,6,5,6,5,true,9,"indoor public lights"
"Kingsport",TN,6,5,6,6,5,true,9,"indoor public lights"
"Murfreesboro",TN,7,6,6,7,5,true,9,"indoor public lights"
"Edinburg",TX,5,5,5,5,5,true,9,"indoor public lights"
"Goldthwaite",TX,5,5,5,5,5,true,9,"indoor public lights"
"Lewisville",TX,5,5,5,5,5,true,9,"indoor public lights"
"Weatherford",TX,7,5,7,7,5,true,9,"outdoor public lights"
"Ogden",UT,6,5,6,6,5,true,9,"outdoor public lights"
"Leesburg",VA,5,5,5,5,5,true,9,"indoor public lights"
"Newport News",VA,5,5,5,5,5,true,9,"indoor public lights"
"Winchester",VA,5,5,5,5,5,true,9,"indoor public lights"
"Ludlow",VT,5,5,5,5,5,true,9,"indoor outdoor public"
"Middlebury",VT,5,5,5,5,5,true,9,"indoor outdoor public"
"Prosser",WA,5,5,5,5,5,true,9,"indoor public lights"
"Renton",WA,7,7,5,7,5,true,9,"outdoor public lights"
"Marshfield",WI,5,5,5,5,5,true,9,"indoor outdoor public"
"West Allis",WI,5,5,5,5,5,true,9,"outdoor public lights"
"Potsdam",NY,4,4,4,4,4,true,9,"indoor outdoor public lights"
"Shoreline",WA,6,6,4,6,4,true,9,"outdoor free public lights"
"Lake Havasu City",AZ,6,6,6,6,6,true,8,"outdoor"
"Sedona",AZ,6,6,6,6,6,true,8,"outdoor"
"El Dorado Hills",CA,6,6,6,6,6,true,8,"outdoor"
"La Quinta",CA,7,6,7,7,6,true,8,"outdoor"
"Norwalk",CT,6,6,6,6,6,true,8,"public"
"Palm Beach Gardens",FL,6,6,6,6,6,true,8,"outdoor"
"Zephyrhills",FL,7,7,6,7,6,true,8,"outdoor"
"Northbrook",IL,6,6,6,6,6,true,8,"indoor"
"Troy",MI,7,6,7,7,6,true,8,"indoor"
"Fairbanks",AK,5,5,5,5,5,true,8,"indoor public"
"Homer",AK,5,5,5,5,5,true,8,"indoor public"
"Palmer",AK,5,5,5,5,5,true,8,"indoor public"
"Dothan",AL,8,8,5,8,5,true,8,"outdoor public"
"Burlingame",CA,5,5,5,5,5,true,8,"outdoor public"
"Camarillo",CA,5,5,5,5,5,true,8,"outdoor public"
"Citrus Heights",CA,6,6,5,6,5,true,8,"outdoor public"
"Corona",CA,5,5,5,5,5,true,8,"outdoor public"
"Encinitas",CA,5,5,5,5,5,true,8,"outdoor public"
"Fairfield",CA,6,6,5,6,5,true,8,"outdoor public"
"Fremont",CA,5,5,5,5,5,true,8,"outdoor public"
"Healdsburg",CA,5,5,5,5,5,true,8,"outdoor public"
"Huntington Beach",CA,6,6,5,6,5,true,8,"outdoor public"
"Jackson",CA,6,6,5,6,5,true,8,"outdoor public"
"Livermore",CA,6,6,5,6,5,true,8,"indoor public"
"Oakland",CA,8,7,6,8,5,true,8,"outdoor public"
"Ojai",CA,5,5,5,5,5,true,8,"outdoor public"
"Penn Valley",CA,5,5,5,5,5,true,8,"outdoor public"
"Piedmont",CA,5,5,5,5,5,true,8,"outdoor public"
"Santa Ana",CA,6,5,6,6,5,true,8,"outdoor public"
"Simi Valley",CA,7,7,5,7,5,true,8,"outdoor public"
"Vacaville",CA,5,5,5,5,5,true,8,"outdoor public"
"Victorville",CA,5,5,5,5,5,true,8,"outdoor public"
"Aspen",CO,6,6,5,6,5,true,8,"outdoor public"
"Durango",CO,5,5,5,5,5,true,8,"outdoor public"
"New Castle",CO,5,5,5,5,5,true,8,"outdoor public"
"Silverthorne",CO,5,5,5,5,5,true,8,"outdoor public"
"Westminster",CO,7,5,7,7,5,true,8,"indoor public"
"Newtown",CT,6,5,6,6,5,true,8,"outdoor public"
"Ridgefield",CT,5,5,5,5,5,true,8,"outdoor public"
"West Hartford",CT,6,5,6,6,5,true,8,"outdoor public"
"Middletown",DE,6,5,6,6,5,true,8,"outdoor public"
"Clermont",FL,7,7,5,7,5,true,8,"outdoor lights"
"Destin",FL,8,8,5,8,5,true,8,"indoor outdoor"
"Gulfport",FL,5,5,5,5,5,true,8,"outdoor public"
"Hollywood",FL,5,5,5,5,5,true,8,"outdoor public"
"Lake Worth",FL,6,6,5,6,5,true,8,"outdoor public"
"Marco Island",FL,5,5,5,5,5,true,8,"outdoor public"
"Nokomis",FL,5,5,5,5,5,true,8,"outdoor public"
"North Port",FL,5,5,5,5,5,true,8,"outdoor public"
"Okeechobee",FL,7,7,5,7,5,true,8,"outdoor public"
"Ormond Beach",FL,5,5,5,5,5,true,8,"outdoor public"
"Saint Augustine",FL,5,5,5,5,5,true,8,"outdoor public"
"Sebastian",FL,5,5,5,5,5,true,8,"outdoor public"
"Sebring",FL,7,6,6,7,5,true,8,"outdoor public"
"Winter Park",FL,5,5,5,5,5,true,8,"indoor public"
"Lafayette",GA,5,5,5,5,5,true,8,"indoor public"
"Woodstock",GA,5,5,5,5,5,true,8,"outdoor public"
"Aiea",HI,5,5,5,5,5,true,8,"outdoor public"
"Kailua",HI,5,5,5,5,5,true,8,"outdoor public"
"Grinnell",IA,5,5,5,5,5,true,8,"outdoor public"
"Mason City",IA,5,5,5,5,5,true,8,"indoor public"
"Mount Pleasant",IA,5,5,5,5,5,true,8,"outdoor public"
"North Liberty",IA,5,5,5,5,5,true,8,"indoor public"
"Pella",IA,7,6,6,7,5,true,8,"indoor public"
"Sioux City",IA,6,5,6,6,5,true,8,"indoor public"
"Urbandale",IA,6,5,6,6,5,true,8,"outdoor public"
"Sandpoint",ID,6,5,6,6,5,true,8,"outdoor public"
"Twin Falls",ID,6,6,5,6,5,true,8,"outdoor public"
"Galena",IL,6,5,6,6,5,true,8,"outdoor public"
"Loves Park",IL,5,5,5,5,5,true,8,"indoor public"
"Anderson",IN,5,5,5,5,5,true,8,"indoor public"
"Avon",IN,5,5,5,5,5,true,8,"outdoor public"
"Columbus",IN,6,5,6,6,5,true,8,"indoor public"
"Crown Point",IN,5,5,5,5,5,true,8,"outdoor public"
"Greenwood",IN,5,5,5,5,5,true,8,"indoor public"
"Plymouth",IN,5,5,5,5,5,true,8,"outdoor public"
"Zionsville",IN,6,5,6,6,5,true,8,"outdoor public"
"Bowling Green",KY,6,6,5,6,5,true,8,"outdoor public"
"Somerset",KY,5,5,5,5,5,true,8,"indoor public"
"Shreveport",LA,6,5,6,6,5,true,8,"indoor public"
"Medford",MA,5,5,5,5,5,true,8,"outdoor public"
"West Roxbury",MA,5,5,5,5,5,true,8,"indoor public"
"Bethesda",MD,5,5,5,5,5,true,8,"indoor outdoor"
"Easton",MD,5,5,5,5,5,true,8,"outdoor public"
"Gaithersburg",MD,5,5,5,5,5,true,8,"indoor public"
"Ocean City",MD,5,5,5,5,5,true,8,"outdoor public"
"Augusta",ME,5,5,5,5,5,true,8,"outdoor public"
"Bangor",ME,5,5,5,5,5,true,8,"indoor public"
"Grand Blanc",MI,5,5,5,5,5,true,8,"outdoor public"
"Grand Haven",MI,5,5,5,5,5,true,8,"indoor public"
"Jackson",MI,6,6,5,6,5,true,8,"indoor public"
"Northville",MI,5,5,5,5,5,true,8,"outdoor public"
"Petoskey",MI,6,5,6,6,5,true,8,"outdoor public"
"Alexandria",MN,5,5,5,5,5,true,8,"indoor public"
"Inver Grove Heights",MN,5,5,5,5,5,true,8,"outdoor public"
"Maple Grove",MN,6,5,6,6,5,true,8,"indoor public"
"Jackson",MO,5,5,5,5,5,true,8,"indoor public"
"St. Joseph",MO,7,7,5,7,5,true,8,"outdoor public"
"Hattiesburg",MS,5,5,5,5,5,true,8,"indoor lights"
"Clayton",NC,5,5,5,5,5,true,8,"indoor lights"
"Hoboken",NJ,5,5,5,5,5,true,8,"outdoor public"
"Albany",NY,6,6,5,6,5,true,8,"outdoor public"
"Ithaca",NY,6,6,5,6,5,true,8,"indoor public"
"Rhinebeck",NY,5,5,5,5,5,true,8,"outdoor public"
"Saranac Lake",NY,5,5,5,5,5,true,8,"outdoor public"
"Williamsville",NY,6,5,6,6,5,true,8,"indoor public"
"Marietta",OH,5,5,5,5,5,true,8,"indoor lights"
"Bartlesville",OK,5,5,5,5,5,true,8,"indoor lights"
"Keizer",OR,5,5,5,5,5,true,8,"outdoor public"
"Lake Oswego",OR,8,8,5,8,5,true,8,"outdoor public"
"Woodburn",OR,5,5,5,5,5,true,8,"outdoor public"
"Butler",PA,5,5,5,5,5,true,8,"outdoor public"
"Downingtown",PA,6,6,5,6,5,true,8,"outdoor public"
"Glen Mills",PA,5,5,5,5,5,true,8,"outdoor public"
"Wallingford",PA,5,5,5,5,5,true,8,"public lights"
"Wayne",PA,5,5,5,5,5,true,8,"outdoor public"
"Collierville",TN,5,5,5,5,5,true,8,"indoor lights"
"Garland",TX,5,5,5,5,5,true,8,"outdoor public"
"Harlingen",TX,7,6,6,7,5,true,8,"indoor lights"
"Haslet",TX,5,5,5,5,5,true,8,"outdoor public"
"New Braunfels",TX,6,5,6,6,5,true,8,"indoor public"
"Paris",TX,5,5,5,5,5,true,8,"outdoor public"
"Rockport",TX,5,5,5,5,5,true,8,"outdoor public"
"Brigham City",UT,5,5,5,5,5,true,8,"indoor public"
"Kaysville",UT,5,5,5,5,5,true,8,"outdoor public"
"Lehi",UT,5,5,5,5,5,true,8,"outdoor public"
"Brattleboro",VT,6,6,5,6,5,true,8,"outdoor public"
"Essex Junction",VT,6,5,6,6,5,true,8,"outdoor public"
"Camas",WA,6,6,5,6,5,true,8,"outdoor public"
"Chelan",WA,5,5,5,5,5,true,8,"outdoor public"
"Gig Harbor",WA,8,7,6,8,5,true,8,"outdoor public"
"Stanwood",WA,5,5,5,5,5,true,8,"outdoor public"
"Brookfield",WI,6,6,5,6,5,true,8,"outdoor public"
"Franklin",WI,5,5,5,5,5,true,8,"outdoor public"
"Menasha",WI,5,5,5,5,5,true,8,"outdoor public"
"Sturgeon Bay",WI,5,5,5,5,5,true,8,"outdoor public"
"Sun Prairie",WI,5,5,5,5,5,true,8,"indoor public"
"Verona",WI,5,5,5,5,5,true,8,"outdoor public"
"Morgantown",WV,5,5,5,5,5,true,8,"indoor public"
"Jackson",WY,5,5,5,5,5,true,8,"outdoor public"
"Riverton",WY,5,5,5,5,5,true,8,"outdoor public"
"Culver City",CA,4,4,4,4,4,true,8,"outdoor free public"
"San Pedro",CA,4,4,4,4,4,true,8,"outdoor free public"
"Palatka",FL,4,4,4,4,4,true,8,"outdoor free public"
"Newnan",GA,4,4,4,4,4,true,8,"outdoor public lights"
"Alton",IL,4,4,4,4,4,true,8,"indoor outdoor public"
"Westmont",IL,4,4,4,4,4,true,8,"outdoor free public"
"Hingham",MA,4,4,4,4,4,true,8,"outdoor free public"
"Kirksville",MO,4,4,4,4,4,true,8,"outdoor free public"
"Butte",MT,4,4,4,4,4,true,8,"outdoor free public"
"Goldsboro",NC,4,4,4,4,4,true,8,"indoor free public"
"Sanford",NC,5,4,5,5,4,true,8,"outdoor public lights"
"Statesville",NC,5,4,5,5,4,true,8,"indoor public lights"
"Wahoo",NE,4,4,4,4,4,true,8,"indoor public lights"
"Silver City",NM,4,4,4,4,4,true,8,"indoor public lights"
"Hopewell Junction",NY,4,4,4,4,4,true,8,"outdoor public lights"
"Oneonta",NY,4,4,4,4,4,true,8,"indoor public lights"
"Centerville",OH,5,5,4,5,4,true,8,"outdoor public lights"
"Chagrin Falls",OH,4,4,4,4,4,true,8,"indoor outdoor lights"
"Delaware",OH,4,4,4,4,4,true,8,"outdoor free public"
"Mansfield",OH,4,4,4,4,4,true,8,"outdoor public lights"
"Shawnee",OK,4,4,4,4,4,true,8,"outdoor free public"
"Newberg",OR,7,7,4,7,4,true,8,"indoor public lights"
"Seaside",OR,4,4,4,4,4,true,8,"outdoor public lights"
"Lansdale",PA,5,5,4,5,4,true,8,"outdoor public lights"
"Wakefield",RI,4,4,4,4,4,true,8,"indoor public lights"
"Bristol",TN,4,4,4,4,4,true,8,"outdoor public lights"
"Jackson",TN,4,4,4,4,4,true,8,"indoor free public"
"Tullahoma",TN,4,4,4,4,4,true,8,"indoor public lights"
"College Station",TX,4,4,4,4,4,true,8,"outdoor free public"
"Bountiful",UT,4,4,4,4,4,true,8,"outdoor public lights"
"Layton",UT,4,4,4,4,4,true,8,"outdoor public lights"
"Provo",UT,4,4,4,4,4,true,8,"outdoor public lights"
"Annandale",VA,4,4,4,4,4,true,8,"outdoor public lights"
"East Wenatchee",WA,5,5,4,5,4,true,8,"outdoor free public"
"Port Orchard",WA,4,4,4,4,4,true,8,"outdoor public lights"
"Platteville",WI,4,4,4,4,4,true,8,"outdoor public lights"
"Athens",AL,5,5,5,5,5,true,7,"public"
"Maricopa",AZ,5,5,5,5,5,true,7,"outdoor"
"Apple Valley",CA,5,5,5,5,5,true,7,"outdoor"
"Banning",CA,5,5,5,5,5,true,7,"outdoor"
"Carmichael",CA,5,5,5,5,5,true,7,"outdoor"
"Fair Oaks",CA,5,5,5,5,5,true,7,"outdoor"
"Leesburg",FL,7,5,7,7,5,true,7,"outdoor"
"North Fort Myers",FL,5,5,5,5,5,true,7,"outdoor"
"Burr Ridge",IL,5,5,5,5,5,true,7,"indoor"
"Franklin",IN,5,5,5,5,5,true,7,"public"
"South Portland",ME,5,5,5,5,5,true,7,"indoor"
"Waterville",ME,6,6,5,6,5,true,7,"indoor"
"Princeton",NJ,5,5,5,5,5,true,7,"indoor"
"Kodiak",AK,4,4,4,4,4,true,7,"indoor public"
"Fairhope",AL,4,4,4,4,4,true,7,"outdoor public"
"Foley",AL,4,4,4,4,4,true,7,"public lights"
"Jasper",AL,4,4,4,4,4,true,7,"outdoor public"
"Camp Verde",AZ,4,4,4,4,4,true,7,"outdoor public"
"Kingman",AZ,4,4,4,4,4,true,7,"outdoor public"
"Marana",AZ,4,4,4,4,4,true,7,"outdoor lights"
"Berkeley",CA,4,4,4,4,4,true,7,"outdoor public"
