city,state,total_rows,pass_i1,pass_i3,pass_i4,ready,meets_threshold,pages_unlocked,filters
"Richmond",TX,7,7,4,7,4,true,7,"outdoor public"
"South Padre Island",TX,5,5,4,5,4,true,7,"outdoor public"
"Weslaco",TX,4,4,4,4,4,true,7,"outdoor public"
"Alpine",UT,4,4,4,4,4,true,7,"outdoor public"
"Murray",UT,4,4,4,4,4,true,7,"outdoor public"
"Roy",UT,4,4,4,4,4,true,7,"outdoor public"
"Bedford",VA,4,4,4,4,4,true,7,"public lights"
"Danville",VA,5,4,5,5,4,true,7,"public lights"
"Portsmouth",VA,4,4,4,4,4,true,7,"public lights"
"Rocky Mount",VA,4,4,4,4,4,true,7,"public lights"
"Springfield",VA,5,5,4,5,4,true,7,"free public"
"Suffolk",VA,4,4,4,4,4,true,7,"outdoor public"
"Woodbridge",VA,12,12,4,12,4,true,7,"outdoor public"
"Montpelier",VT,4,4,4,4,4,true,7,"outdoor public"
"Burien",WA,4,4,4,4,4,true,7,"outdoor public"
"Kirkland",WA,9,9,4,9,4,true,7,"outdoor public"
"Manson",WA,4,4,4,4,4,true,7,"outdoor public"
"Monroe",WA,5,4,5,5,4,true,7,"outdoor public"
"Mount Vernon",WA,5,5,4,5,4,true,7,"public lights"
"Wenatchee",WA,4,4,4,4,4,true,7,"outdoor public"
"Yakima",WA,6,5,5,6,4,true,7,"indoor lights"
"Hudson",WI,4,4,4,4,4,true,7,"outdoor public"
"Oregon",WI,4,4,4,4,4,true,7,"outdoor public"
"Sheboygan",WI,4,4,4,4,4,true,7,"outdoor public"
"Huntington",WV,4,4,4,4,4,true,7,"outdoor public"
"Cheyenne",WY,6,4,6,6,4,true,7,"indoor public"
"Laramie",WY,4,4,4,4,4,true,7,"indoor public"
"Manhattan Beach",CA,4,4,3,4,3,true,7,"outdoor free public"
"Gaylord",MI,3,3,3,3,3,true,7,"indoor free public"
"Pass Christian",MS,3,3,3,3,3,true,7,"free public lights"
"Cleveland Heights",OH,3,3,3,3,3,true,7,"outdoor free public"
"Grove City",OH,3,3,3,3,3,true,7,"outdoor public lights"
"Hazleton",PA,3,3,3,3,3,true,7,"outdoor free public"
"Perkasie",PA,3,3,3,3,3,true,7,"outdoor public lights"
"Ponce",PR,3,3,3,3,3,true,7,"outdoor public lights"
"Corsicana",TX,3,3,3,3,3,true,7,"outdoor public lights"
"Taylorsville",UT,3,3,3,3,3,true,7,"outdoor public lights"
"Frisco",TX,7,7,5,7,5,true,6,""
"Tuscaloosa",AL,5,5,4,5,4,true,6,"public"
"Rogers",AR,5,4,5,5,4,true,6,"indoor"
"Rio Verde",AZ,4,4,4,4,4,true,6,"outdoor"
"Alameda",CA,4,4,4,4,4,true,6,"outdoor"
"Arcata",CA,4,4,4,4,4,true,6,"public"
"Beaumont",CA,4,4,4,4,4,true,6,"outdoor"
"Carmel",CA,4,4,4,4,4,true,6,"outdoor"
"Coronado",CA,4,4,4,4,4,true,6,"outdoor"
"Desert Hot Springs",CA,4,4,4,4,4,true,6,"outdoor"
"Fountain Valley",CA,4,4,4,4,4,true,6,"outdoor"
"Goleta",CA,6,5,5,6,4,true,6,"outdoor"
"Lincoln",CA,4,4,4,4,4,true,6,"outdoor"
"Napa",CA,4,4,4,4,4,true,6,"outdoor"
"Tahoe City",CA,4,4,4,4,4,true,6,"outdoor"
"Temecula",CA,5,5,4,5,4,true,6,"public"
"Visalia",CA,4,4,4,4,4,true,6,"outdoor"
"Walnut Creek",CA,4,4,4,4,4,true,6,"outdoor"
"Crested Butte",CO,4,4,4,4,4,true,6,"public"
"Grand Junction",CO,5,4,5,5,4,true,6,"public"
"Snowmass Village",CO,4,4,4,4,4,true,6,"outdoor"
"Thornton",CO,6,5,5,6,4,true,6,"outdoor"
"Manchester",CT,4,4,4,4,4,true,6,"indoor"
"Frankford",DE,4,4,4,4,4,true,6,"public"
"Fort Myers Beach",FL,4,4,4,4,4,true,6,"outdoor"
"Oldsmar",FL,4,4,4,4,4,true,6,"public"
"Sanibel",FL,4,4,4,4,4,true,6,"outdoor"
"Seminole",FL,4,4,4,4,4,true,6,"outdoor"
"Winter Haven",FL,4,4,4,4,4,true,6,"outdoor"
"Peachtree Corners",GA,4,4,4,4,4,true,6,"indoor"
"Tucker",GA,4,4,4,4,4,true,6,"public"
"Hilo",HI,4,4,4,4,4,true,6,"public"
"Clear Lake",IA,4,4,4,4,4,true,6,"public"
"Sheldon",IA,4,4,4,4,4,true,6,"public"
"Waukee",IA,4,4,4,4,4,true,6,"public"
"Hailey",ID,4,4,4,4,4,true,6,"public"
"Middleton",ID,4,4,4,4,4,true,6,"public"
"Pocatello",ID,5,4,4,5,4,true,6,"indoor"
"Arlington Heights",IL,4,4,4,4,4,true,6,"indoor"
"Dekalb",IL,4,4,4,4,4,true,6,"public"
"East Moline",IL,5,4,5,5,4,true,6,"public"
"Edwardsville",IL,4,4,4,4,4,true,6,"public"
"Galesburg",IL,4,4,4,4,4,true,6,"indoor"
"Mokena",IL,5,5,4,5,4,true,6,"public"
"Orland Park",IL,5,5,4,5,4,true,6,"public"
"Washington",IL,4,4,4,4,4,true,6,"public"
"Elizabethtown",KY,4,4,4,4,4,true,6,"public"
"Hopkinsville",KY,4,4,4,4,4,true,6,"public"
"Bossier City",LA,5,5,4,5,4,true,6,"lights"
"Andover",MA,4,4,4,4,4,true,6,"indoor"
"Marblehead",MA,5,5,4,5,4,true,6,"public"
"Natick",MA,4,4,4,4,4,true,6,"public"
"Northborough",MA,4,4,4,4,4,true,6,"public"
"Reading",MA,5,4,5,5,4,true,6,"public"
"Roslindale",MA,4,4,4,4,4,true,6,"public"
"Southbridge",MA,4,4,4,4,4,true,6,"public"
"Winthrop",MA,4,4,4,4,4,true,6,"public"
"Chevy Chase",MD,4,4,4,4,4,true,6,"public"
"New Market",MD,4,4,4,4,4,true,6,"public"
"Falmouth",ME,5,5,4,5,4,true,6,"indoor"
"East Lansing",MI,4,4,4,4,4,true,6,"outdoor"
"Holland",MI,5,5,4,5,4,true,6,"public"
"Ludington",MI,4,4,4,4,4,true,6,"public"
"Midland",MI,4,4,4,4,4,true,6,"public"
"Rockford",MI,4,4,4,4,4,true,6,"public"
"Sterling Heights",MI,5,5,4,5,4,true,6,"public"
"Zeeland",MI,4,4,4,4,4,true,6,"public"
"Aitkin",MN,4,4,4,4,4,true,6,"public"
"Chanhassen",MN,4,4,4,4,4,true,6,"indoor"
"Crosby",MN,4,4,4,4,4,true,6,"public"
"Duluth",MN,5,4,4,5,4,true,6,"public"
"Hopkins",MN,4,4,4,4,4,true,6,"indoor"
"Isle",MN,4,4,4,4,4,true,6,"outdoor"
"Mankato",MN,5,5,4,5,4,true,6,"indoor"
"Branson",MO,4,4,4,4,4,true,6,"public"
"O'Fallon",MO,6,4,6,6,4,true,6,"public"
"s Summit",MO,4,4,4,4,4,true,6,"public"
"Washington",MO,4,4,4,4,4,true,6,"public"
"Pascagoula",MS,4,4,4,4,4,true,6,"public"
"Great Falls",MT,5,4,5,5,4,true,6,"public"
"Papillion",NE,5,4,5,5,4,true,6,"outdoor"
"Lincoln",NH,4,4,4,4,4,true,6,"public"
"Manchester",NH,4,4,4,4,4,true,6,"public"
"New London",NH,4,4,4,4,4,true,6,"indoor"
"Morristown",NJ,4,4,4,4,4,true,6,"public"
"Wayne",NJ,4,4,4,4,4,true,6,"outdoor"
"Elmira",NY,4,4,4,4,4,true,6,"public"
"Massena",NY,4,4,4,4,4,true,6,"public"
"Schenectady",NY,4,4,4,4,4,true,6,"public"
"Barberton",OH,4,4,4,4,4,true,6,"public"
"Beachwood",OH,4,4,4,4,4,true,6,"indoor"
"Jackson",OH,4,4,4,4,4,true,6,"public"
"Kettering",OH,5,4,5,5,4,true,6,"indoor"
"Massillon",OH,4,4,4,4,4,true,6,"public"
"Warren",OH,4,4,4,4,4,true,6,"public"
"Zanesville",OH,5,4,5,5,4,true,6,"public"
"Sisters",OR,5,5,4,5,4,true,6,"public"
"Sunriver",OR,6,6,4,6,4,true,6,"outdoor"
"Ambler",PA,4,4,4,4,4,true,6,"outdoor"
"Bethlehem",PA,4,4,4,4,4,true,6,"indoor"
"Indiana",PA,4,4,4,4,4,true,6,"public"
"Lock Haven",PA,4,4,4,4,4,true,6,"public"
"Fort Mill",SC,4,4,4,4,4,true,6,"lights"
"Georgetown",SC,4,4,4,4,4,true,6,"public"
"Vermillion",SD,4,4,4,4,4,true,6,"public"
"Cleveland",TN,5,5,4,5,4,true,6,"public"
"Germantown",TN,4,4,4,4,4,true,6,"public"
"Burleson",TX,4,4,4,4,4,true,6,"public"
"Carrollton",TX,5,5,4,5,4,true,6,"indoor"
"Flower Mound",TX,4,4,4,4,4,true,6,"indoor"
"Georgetown",TX,7,7,4,7,4,true,6,"outdoor"
"Grand Prairie",TX,8,5,7,8,4,true,6,"indoor"
"Mansfield",TX,6,5,5,6,4,true,6,"indoor"
"Pearland",TX,4,4,4,4,4,true,6,"indoor"
"Portland",TX,4,4,4,4,4,true,6,"lights"
"Sherman",TX,4,4,4,4,4,true,6,"indoor"
"Spring Branch",TX,4,4,4,4,4,true,6,"lights"
"Heber City",UT,5,5,4,5,4,true,6,"public"
"Gainesville",VA,4,4,4,4,4,true,6,"outdoor"
"Louisa",VA,5,4,5,5,4,true,6,"public"
"Springfield",VT,4,4,4,4,4,true,6,"public"
"Woodstock",VT,4,4,4,4,4,true,6,"outdoor"
"Ridgefield",WA,4,4,4,4,4,true,6,"public"
"Cedarburg",WI,4,4,4,4,4,true,6,"public"
"Fort Atkinson",WI,4,4,4,4,4,true,6,"indoor"
"La Crosse",WI,4,4,4,4,4,true,6,"public"
"Lodi",WI,4,4,4,4,4,true,6,"public"
"Monroe",WI,5,5,4,5,4,true,6,"public"
"Stevens Point",WI,4,4,4,4,4,true,6,"public"
"Wauwatosa",WI,5,5,4,5,4,true,6,"public"
"Elkins",WV,4,4,4,4,4,true,6,"public"
"Auburn",AL,3,3,3,3,3,true,6,"outdoor public"
"Cullman",AL,3,3,3,3,3,true,6,"outdoor public"
"Rogersville",AL,3,3,3,3,3,true,6,"outdoor public"
"Clarkdale",AZ,3,3,3,3,3,true,6,"outdoor public"
"Fountain Hills",AZ,3,3,3,3,3,true,6,"outdoor lights"
"Aptos",CA,3,3,3,3,3,true,6,"outdoor public"
"Burbank",CA,4,3,4,4,3,true,6,"outdoor public"
"Calistoga",CA,3,3,3,3,3,true,6,"outdoor public"
"Corte Madera",CA,3,3,3,3,3,true,6,"outdoor public"
"Discovery Bay",CA,3,3,3,3,3,true,6,"outdoor public"
"Encino",CA,3,3,3,3,3,true,6,"outdoor public"
"Fort Bragg",CA,3,3,3,3,3,true,6,"outdoor public"
"Hawthorne",CA,3,3,3,3,3,true,6,"outdoor public"
"La Mesa",CA,3,3,3,3,3,true,6,"outdoor public"
"Manteca",CA,3,3,3,3,3,true,6,"outdoor public"
"Mill Valley",CA,4,4,3,4,3,true,6,"outdoor public"
"Newbury Park",CA,4,4,3,4,3,true,6,"outdoor public"
"Orangevale",CA,3,3,3,3,3,true,6,"outdoor public"
"Oroville",CA,3,3,3,3,3,true,6,"outdoor public"
"Pacifica",CA,3,3,3,3,3,true,6,"outdoor public"
"Paso Robles",CA,3,3,3,3,3,true,6,"outdoor public"
"Petaluma",CA,3,3,3,3,3,true,6,"outdoor public"
"Sausalito",CA,3,3,3,3,3,true,6,"outdoor public"
"Seaside",CA,3,3,3,3,3,true,6,"outdoor public"
"Vista",CA,3,3,3,3,3,true,6,"outdoor lights"
"Weaverville",CA,3,3,3,3,3,true,6,"outdoor public"
"Yorba Linda",CA,3,3,3,3,3,true,6,"outdoor public"
"Avon",CO,3,3,3,3,3,true,6,"outdoor public"
"Paonia",CO,3,3,3,3,3,true,6,"outdoor public"
"Timnath",CO,3,3,3,3,3,true,6,"outdoor public"
"Trinidad",CO,3,3,3,3,3,true,6,"outdoor public"
"New Fairfield",CT,3,3,3,3,3,true,6,"indoor public"
"Sherman",CT,3,3,3,3,3,true,6,"outdoor public"
"Long Neck",DE,3,3,3,3,3,true,6,"outdoor public"
"Milford",DE,3,3,3,3,3,true,6,"outdoor public"
"Millsboro",DE,4,4,3,4,3,true,6,"outdoor public"
"Brandon",FL,3,3,3,3,3,true,6,"outdoor public"
"Doral",FL,3,3,3,3,3,true,6,"outdoor public"
"Gulf Breeze",FL,3,3,3,3,3,true,6,"outdoor public"
"Hudson",FL,4,3,4,4,3,true,6,"outdoor public"
"Keystone Heights",FL,3,3,3,3,3,true,6,"outdoor public"
"Niceville",FL,3,3,3,3,3,true,6,"outdoor public"
"Oxford",FL,4,4,3,4,3,true,6,"outdoor public"
"Pembroke Pines",FL,3,3,3,3,3,true,6,"outdoor public"
"St. Cloud",FL,3,3,3,3,3,true,6,"outdoor lights"
"Griffin",GA,3,3,3,3,3,true,6,"outdoor public"
"Milledgeville",GA,4,4,3,4,3,true,6,"outdoor public"
"Thomasville",GA,3,3,3,3,3,true,6,"outdoor public"
"Woodbine",GA,3,3,3,3,3,true,6,"outdoor public"
"Kapolei",HI,3,3,3,3,3,true,6,"outdoor public"
"Lanai City",HI,3,3,3,3,3,true,6,"outdoor public"
"Carroll",IA,3,3,3,3,3,true,6,"outdoor public"
"Coralville",IA,3,3,3,3,3,true,6,"indoor public"
"Dubuque",IA,3,3,3,3,3,true,6,"outdoor public"
"Oskaloosa",IA,3,3,3,3,3,true,6,"indoor public"
"Washington",IA,3,3,3,3,3,true,6,"outdoor public"
"Grayslake",IL,3,3,3,3,3,true,6,"outdoor public"
"Brownsburg",IN,3,3,3,3,3,true,6,"outdoor public"
"Logansport",IN,3,3,3,3,3,true,6,"outdoor public"
"Bel Aire",KS,3,3,3,3,3,true,6,"indoor public"
"Concordia",KS,3,3,3,3,3,true,6,"outdoor public"
"Benton",KY,3,3,3,3,3,true,6,"outdoor public"
"Frankfort",KY,4,4,3,4,3,true,6,"outdoor public"
"Athol",MA,4,3,4,4,3,true,6,"outdoor public"
"Attleboro",MA,4,3,4,4,3,true,6,"outdoor public"
"Cambridge",MA,3,3,3,3,3,true,6,"outdoor public"
"Hatfield",MA,3,3,3,3,3,true,6,"free public"
"Hull",MA,3,3,3,3,3,true,6,"outdoor public"
"Marshfield",MA,3,3,3,3,3,true,6,"outdoor public"
"Provincetown",MA,3,3,3,3,3,true,6,"outdoor public"
"Pasadena",MD,3,3,3,3,3,true,6,"outdoor public"
"Thurmont",MD,4,3,4,4,3,true,6,"outdoor public"
"Sorrento",ME,3,3,3,3,3,true,6,"outdoor public"
"Charlevoix",MI,3,3,3,3,3,true,6,"outdoor public"
"New Buffalo",MI,3,3,3,3,3,true,6,"outdoor public"
"Shelby Township",MI,4,3,4,4,3,true,6,"outdoor public"
"Forest Lake",MN,3,3,3,3,3,true,6,"outdoor public"
"Cassville",MO,3,3,3,3,3,true,6,"free public"
"Columbia",MO,3,3,3,3,3,true,6,"public lights"
"Sedalia",MO,3,3,3,3,3,true,6,"outdoor public"
"Lake Lure",NC,3,3,3,3,3,true,6,"outdoor public"
"Pittsboro",NC,3,3,3,3,3,true,6,"free public"
"Bellevue",NE,3,3,3,3,3,true,6,"public lights"
"Laconia",NH,3,3,3,3,3,true,6,"outdoor public"
"Avalon",NJ,3,3,3,3,3,true,6,"outdoor public"
"Sea Isle City",NJ,4,4,3,4,3,true,6,"outdoor public"
"Somerset",NJ,4,4,3,4,3,true,6,"outdoor public"
"Clovis",NM,3,3,3,3,3,true,6,"outdoor public"
"Laughlin",NV,3,3,3,3,3,true,6,"outdoor public"
"Camillus",NY,3,3,3,3,3,true,6,"outdoor public"
"Lindenhurst",NY,3,3,3,3,3,true,6,"outdoor public"
"Melville",NY,3,3,3,3,3,true,6,"outdoor public"
"Saugerties",NY,3,3,3,3,3,true,6,"public lights"
"Ticonderoga",NY,3,3,3,3,3,true,6,"outdoor public"
"Athens",OH,3,3,3,3,3,true,6,"indoor public"
"Dover",OH,3,3,3,3,3,true,6,"public lights"
"Elyria",OH,4,3,4,4,3,true,6,"free public"
"Rocky River",OH,4,3,4,4,3,true,6,"outdoor public"
"Jenks",OK,3,3,3,3,3,true,6,"free public"
"Gresham",OR,4,4,3,4,3,true,6,"outdoor public"
"Tualatin",OR,6,6,3,6,3,true,6,"outdoor public"
"Berwyn",PA,4,4,3,4,3,true,6,"outdoor lights"
"Bryn Mawr",PA,3,3,3,3,3,true,6,"outdoor public"
"Monroeville",PA,3,3,3,3,3,true,6,"public lights"
"Wexford",PA,3,3,3,3,3,true,6,"public lights"
"Bristol",RI,3,3,3,3,3,true,6,"outdoor public"
"Narragansett",RI,3,3,3,3,3,true,6,"outdoor public"
"Newport",RI,3,3,3,3,3,true,6,"outdoor public"
"Groton",SD,3,3,3,3,3,true,6,"public lights"
"Spearfish",SD,3,3,3,3,3,true,6,"outdoor public"
"Cordova",TN,4,4,3,4,3,true,6,"public lights"
"Dayton",TN,3,3,3,3,3,true,6,"outdoor public"
"Mcminnville",TN,3,3,3,3,3,true,6,"public lights"
"Canyon Lake",TX,4,4,3,4,3,true,6,"indoor public"
"Seabrook",TX,3,3,3,3,3,true,6,"outdoor public"
"Temple",TX,3,3,3,3,3,true,6,"outdoor lights"
"Bluffdale",UT,7,7,3,7,3,true,6,"outdoor public"
"Pleasant Grove",UT,3,3,3,3,3,true,6,"public lights"
"Price",UT,3,3,3,3,3,true,6,"public lights"
"Salem",UT,3,3,3,3,3,true,6,"public lights"
"Smithfield",UT,3,3,3,3,3,true,6,"public lights"
"St George",UT,3,3,3,3,3,true,6,"public lights"
"Abingdon",VA,3,3,3,3,3,true,6,"outdoor public"
"Blacksburg",VA,3,3,3,3,3,true,6,"outdoor public"
"Chester",VA,3,3,3,3,3,true,6,"public lights"
"Haymarket",VA,5,5,3,5,3,true,6,"outdoor lights"
"Radford",VA,3,3,3,3,3,true,6,"public lights"
"North Hero",VT,3,3,3,3,3,true,6,"outdoor public"
"Shelburne",VT,4,3,4,4,3,true,6,"outdoor public"
"Battle Ground",WA,5,5,3,5,3,true,6,"public lights"
"Bothell",WA,8,8,3,8,3,true,6,"outdoor public"
"Cle Elum",WA,3,3,3,3,3,true,6,"outdoor public"
"Lynnwood",WA,3,3,3,3,3,true,6,"public lights"
"Snoqualmie",WA,5,5,3,5,3,true,6,"outdoor public"
"Sumner",WA,3,3,3,3,3,true,6,"outdoor public"
"Washburn",WI,3,3,3,3,3,true,6,"outdoor public"
"Gunnison",CO,4,4,4,4,4,true,5,""
"Acworth",GA,4,4,4,4,4,true,5,""
"Lawrenceville",GA,4,4,4,4,4,true,5,""
"Sandy Springs",GA,5,4,5,5,4,true,5,""
"Gurnee",IL,4,4,4,4,4,true,5,""
"Hyde Park",MA,4,4,4,4,4,true,5,""
"Upper Marlboro",MD,4,4,4,4,4,true,5,""
"Harbor Springs",MI,4,4,4,4,4,true,5,""
"Rochester Hills",MI,4,4,4,4,4,true,5,""
"Coon Rapids",MN,4,4,4,4,4,true,5,""
"Plymouth",MN,4,4,4,4,4,true,5,""
"Rosemount",MN,4,4,4,4,4,true,5,""
"Florissant",MO,4,4,4,4,4,true,5,""
"Kirkwood",MO,4,4,4,4,4,true,5,""
"Helena",MT,5,4,5,5,4,true,5,""
"Denver",NC,4,4,4,4,4,true,5,""
"Washington",NC,4,4,4,4,4,true,5,""
"Mount Laurel",NJ,4,4,4,4,4,true,5,""
"New York City",NY,4,4,4,4,4,true,5,""
"Utica",NY,4,4,4,4,4,true,5,""
"Mentor",OH,5,4,5,5,4,true,5,""
"Twinsburg",OH,4,4,4,4,4,true,5,""
"Washington",PA,4,4,4,4,4,true,5,""
"Kerrville",TX,4,4,4,4,4,true,5,""
"Westlake",TX,4,4,4,4,4,true,5,""
"Superior",WI,4,4,4,4,4,true,5,""
"Juneau",AK,4,4,3,4,3,true,5,"public"
"Anniston",AL,4,3,4,4,3,true,5,"public"
"Hartselle",AL,3,3,3,3,3,true,5,"indoor"
"Northport",AL,4,4,3,4,3,true,5,"public"
"Lowell",AR,3,3,3,3,3,true,5,"outdoor"
"Avondale",AZ,4,3,4,4,3,true,5,"public"
"Benson",AZ,3,3,3,3,3,true,5,"outdoor"
"Cottonwood",AZ,3,3,3,3,3,true,5,"outdoor"
"Gold Canyon",AZ,3,3,3,3,3,true,5,"outdoor"
"Show Low",AZ,3,3,3,3,3,true,5,"outdoor"
"Sun Lakes",AZ,3,3,3,3,3,true,5,"outdoor"
"Tubac",AZ,3,3,3,3,3,true,5,"outdoor"
"Albany",CA,3,3,3,3,3,true,5,"public"
"Anaheim",CA,3,3,3,3,3,true,5,"outdoor"
"Atascadero",CA,3,3,3,3,3,true,5,"public"
"Big Bear Lake",CA,3,3,3,3,3,true,5,"public"
"Borrego Springs",CA,3,3,3,3,3,true,5,"outdoor"
"Cerritos",CA,3,3,3,3,3,true,5,"public"
"Costa Mesa",CA,3,3,3,3,3,true,5,"public"
"El Segundo",CA,3,3,3,3,3,true,5,"public"
"Fowler",CA,3,3,3,3,3,true,5,"outdoor"
"Indio",CA,4,3,4,4,3,true,5,"outdoor"
"Laguna Hills",CA,3,3,3,3,3,true,5,"outdoor"
"Los Alamitos",CA,3,3,3,3,3,true,5,"public"
"Los Gatos",CA,3,3,3,3,3,true,5,"public"
"Mammoth Lakes",CA,3,3,3,3,3,true,5,"outdoor"
"Nipomo",CA,3,3,3,3,3,true,5,"outdoor"
"Patterson",CA,3,3,3,3,3,true,5,"public"
"Ramona",CA,3,3,3,3,3,true,5,"outdoor"
"Rancho Cordova",CA,3,3,3,3,3,true,5,"outdoor"
"Rancho Santa Margarita",CA,3,3,3,3,3,true,5,"outdoor"
"Redlands",CA,3,3,3,3,3,true,5,"public"
"Richmond",CA,3,3,3,3,3,true,5,"public"
"Rohnert Park",CA,3,3,3,3,3,true,5,"outdoor"
"San Leandro",CA,3,3,3,3,3,true,5,"outdoor"
"San Ramon",CA,3,3,3,3,3,true,5,"public"
"South Lake Tahoe",CA,3,3,3,3,3,true,5,"public"
"Stallion Springs",CA,3,3,3,3,3,true,5,"public"
"Templeton",CA,3,3,3,3,3,true,5,"outdoor"
"Breckenridge",CO,3,3,3,3,3,true,5,"outdoor"
"Canon City",CO,3,3,3,3,3,true,5,"outdoor"
"Cortez",CO,3,3,3,3,3,true,5,"public"
"Erie",CO,3,3,3,3,3,true,5,"public"
"Golden",CO,3,3,3,3,3,true,5,"lights"
"Grand Lake",CO,3,3,3,3,3,true,5,"public"
"Lafayette",CO,3,3,3,3,3,true,5,"indoor"
"Pagosa Springs",CO,4,3,4,4,3,true,5,"public"
"Steamboat Springs",CO,3,3,3,3,3,true,5,"outdoor"
"Shelton",CT,3,3,3,3,3,true,5,"public"
"Tolland",CT,3,3,3,3,3,true,5,"public"
"West Redding",CT,3,3,3,3,3,true,5,"public"
"Georgetown",DE,3,3,3,3,3,true,5,"outdoor"
"Big Pine Key",FL,3,3,3,3,3,true,5,"outdoor"
"Brooksville",FL,6,6,3,6,3,true,5,"outdoor"
"Chiefland",FL,3,3,3,3,3,true,5,"outdoor"
"Cocoa",FL,3,3,3,3,3,true,5,"public"
"Coral Springs",FL,4,4,3,4,3,true,5,"outdoor"
"Edgewater",FL,3,3,3,3,3,true,5,"outdoor"
"Hallandale Beach",FL,3,3,3,3,3,true,5,"outdoor"
"Lake Placid",FL,3,3,3,3,3,true,5,"outdoor"
"Lake Wales",FL,3,3,3,3,3,true,5,"public"
"Lutz",FL,3,3,3,3,3,true,5,"public"
"Palm Harbor",FL,4,4,3,4,3,true,5,"outdoor"
"Pompano Beach",FL,3,3,3,3,3,true,5,"public"
"Port Saint Lucie",FL,4,3,4,4,3,true,5,"lights"
"Saint Lucie West",FL,3,3,3,3,3,true,5,"outdoor"
"Stuart",FL,4,4,3,4,3,true,5,"outdoor"
"Summerfield",FL,3,3,3,3,3,true,5,"outdoor"
"Wellington",FL,3,3,3,3,3,true,5,"public"
"Adairsville",GA,3,3,3,3,3,true,5,"public"
"Blue Ridge",GA,3,3,3,3,3,true,5,"outdoor"
"East Point",GA,4,4,3,4,3,true,5,"public"
"Hephzibah",GA,3,3,3,3,3,true,5,"indoor"
"Hiawassee",GA,3,3,3,3,3,true,5,"public"
"Hiram",GA,3,3,3,3,3,true,5,"outdoor"
"Jonesboro",GA,3,3,3,3,3,true,5,"public"
"Pooler",GA,3,3,3,3,3,true,5,"public"
"Rome",GA,3,3,3,3,3,true,5,"public"
"Smyrna",GA,4,4,3,4,3,true,5,"public"
"Trenton",GA,3,3,3,3,3,true,5,"public"
"Tybee Island",GA,5,5,3,5,3,true,5,"public"
"Valdosta",GA,3,3,3,3,3,true,5,"public"
"Villa Rica",GA,3,3,3,3,3,true,5,"public"
"Warner Robins",GA,3,3,3,3,3,true,5,"public"
"Winder",GA,3,3,3,3,3,true,5,"public"
"Kona",HI,3,3,3,3,3,true,5,"outdoor"
"Kula",HI,3,3,3,3,3,true,5,"outdoor"
"Lihue",HI,3,3,3,3,3,true,5,"outdoor"
"Waimea",HI,3,3,3,3,3,true,5,"outdoor"
"Altoona",IA,4,4,3,4,3,true,5,"public"
"Boone",IA,3,3,3,3,3,true,5,"public"
"DeWitt",IA,3,3,3,3,3,true,5,"public"
"Dysart",IA,3,3,3,3,3,true,5,"public"
"Eldridge",IA,3,3,3,3,3,true,5,"public"
"Fairfield",IA,4,3,4,4,3,true,5,"public"
"Garner",IA,3,3,3,3,3,true,5,"public"
"Jefferson",IA,3,3,3,3,3,true,5,"public"
"Johnston",IA,3,3,3,3,3,true,5,"public"
"Le Mars",IA,3,3,3,3,3,true,5,"public"
"Solon",IA,3,3,3,3,3,true,5,"public"
"Waterloo",IA,3,3,3,3,3,true,5,"indoor"
"Aurora",IL,3,3,3,3,3,true,5,"indoor"
"Belvidere",IL,3,3,3,3,3,true,5,"public"
"Carbondale",IL,3,3,3,3,3,true,5,"public"
"Glenview",IL,3,3,3,3,3,true,5,"public"
"Lindenhurst",IL,3,3,3,3,3,true,5,"public"
"Lockport",IL,3,3,3,3,3,true,5,"indoor"
"Marion",IL,3,3,3,3,3,true,5,"public"
"Moline",IL,4,3,4,4,3,true,5,"indoor"
"Mount Prospect",IL,3,3,3,3,3,true,5,"outdoor"
"Murphysboro",IL,3,3,3,3,3,true,5,"public"
"Oregon",IL,3,3,3,3,3,true,5,"public"
"Ottawa",IL,3,3,3,3,3,true,5,"public"
"Rockford",IL,4,3,4,4,3,true,5,"public"
"Savoy",IL,3,3,3,3,3,true,5,"public"
"Sheffield",IL,3,3,3,3,3,true,5,"public"
"Warrenville",IL,3,3,3,3,3,true,5,"indoor"
"Wheeling",IL,3,3,3,3,3,true,5,"public"
"Jeffersonville",IN,3,3,3,3,3,true,5,"indoor"
"Winamac",IN,3,3,3,3,3,true,5,"public"
"Goddard",KS,3,3,3,3,3,true,5,"indoor"
"Hays",KS,3,3,3,3,3,true,5,"public"
"Mulvane",KS,3,3,3,3,3,true,5,"public"
"Alexandria",KY,3,3,3,3,3,true,5,"public"
"Calvert City",KY,3,3,3,3,3,true,5,"public"
"Florence",KY,3,3,3,3,3,true,5,"indoor"
"Paris",KY,3,3,3,3,3,true,5,"outdoor"
"Gonzales",LA,3,3,3,3,3,true,5,"public"
"Ponchatoula",LA,3,3,3,3,3,true,5,"public"
"Bourne",MA,3,3,3,3,3,true,5,"outdoor"
"Burlington",MA,3,3,3,3,3,true,5,"indoor"
"Charlton",MA,3,3,3,3,3,true,5,"outdoor"
"Concord",MA,3,3,3,3,3,true,5,"public"
"Eastham",MA,3,3,3,3,3,true,5,"outdoor"
"Fitchburg",MA,3,3,3,3,3,true,5,"indoor"
"Gardner",MA,3,3,3,3,3,true,5,"outdoor"
"Greenfield",MA,3,3,3,3,3,true,5,"public"
