slug,city,state,postal_code,derived_county,method,confidence,share,reason
"salem-family-ymca","Salem",VA,24153,"Salem",zip_nearest_county_centroid,0.78,0.1434,"ZCTA spans 3 counties; nearest county centroid is 1 km away, next is 14 km (margin 13 km) — OVERRODE the larger-by-land-area candidate"
"salem-outdoor","Salem",VA,24153,"Salem",zip_nearest_county_centroid,0.78,0.1434,"ZCTA spans 3 counties; nearest county centroid is 1 km away, next is 13 km (margin 12 km) — OVERRODE the larger-by-land-area candidate"
"stonegate-swim-and-tennis","Salem",VA,24153,"Salem",zip_nearest_county_centroid,0.78,0.1434,"ZCTA spans 3 counties; nearest county centroid is 2 km away, next is 11 km (margin 9 km) — OVERRODE the larger-by-land-area candidate"
"scottsville-open-to-the-public-scottsville-va","Scottsville",VA,24590,"Fluvanna",zip_nearest_county_centroid,0.6,0.2844,"ZCTA spans 3 counties; nearest county centroid is 19 km away, next is 25 km (margin 6 km) — OVERRODE the larger-by-land-area candidate"
"shenandoah-courts-shenandoah-va","Shenandoah",VA,22849-1407,"Page",zip_nearest_county_centroid,0.6,0.8786,"ZCTA spans 2 counties; nearest county centroid is 19 km away, next is 23 km (margin 4 km)"
"town-of-shenandoah","Shenandoah",VA,22849,"Page",zip_nearest_county_centroid,0.78,0.8786,"ZCTA spans 2 counties; nearest county centroid is 27 km away, next is 47 km (margin 19 km)"
"the-waterfront-country-club","Smith Mountain Lake",VA,24121,"Bedford",zip_nearest_county_centroid,0.6,0.7839,"ZCTA spans 2 counties; nearest county centroid is 24 km away, next is 25 km (margin 0 km)"
"hooes-road-park","Springfield",VA,22161,"",none,0,,"ZIP has no ZCTA in the Census relationship file (often a PO-box or point ZIP)"
"pickleball-kingdom-springfield-va","Springfield",VA,,"",none,0,,"no postal_code"
"gypsy-hill-park-gym-staunton-va","Staunton",VA,24401,"Staunton",zip_nearest_county_centroid,0.6,0.1503,"ZCTA spans 2 counties; nearest county centroid is 2 km away, next is 6 km (margin 4 km) — OVERRODE the larger-by-land-area candidate"
"montgomery-hall-park","Staunton",VA,24401,"Staunton",zip_nearest_county_centroid,0.6,0.1503,"ZCTA spans 2 counties; nearest county centroid is 3 km away, next is 5 km (margin 2 km) — OVERRODE the larger-by-land-area candidate"
"staunton-augusta-family-ymca","Staunton",VA,24401,"Staunton",zip_nearest_county_centroid,0.6,0.1503,"ZCTA spans 2 counties; nearest county centroid is 0 km away, next is 7 km (margin 7 km) — OVERRODE the larger-by-land-area candidate"
"sherando-park-stephens-city-va","Stephens City",VA,22655,"Frederick",zip_nearest_county_centroid,0.6,0.9156,"ZCTA spans 2 counties; nearest county centroid is 14 km away, next is 19 km (margin 6 km)"
"the-picklr-sterling","Sterling",VA,,"",none,0,,"no postal_code"
"essex-intermediate-school","Tappahannock",VA,22560,"Essex",zip_nearest_county_centroid,0.78,0.8869,"ZCTA spans 2 counties; nearest county centroid is 6 km away, next is 23 km (margin 17 km)"
"river-fitness-center","Tappahannock",VA,,"",none,0,,"no postal_code"
"botetourt-country-club-troutville-va","Troutville",VA,24175,"Botetourt",zip_nearest_county_centroid,0.78,0.9529,"ZCTA spans 2 counties; nearest county centroid is 15 km away, next is 29 km (margin 14 km)"
"troutville-town-park-troutville-va","Troutville",VA,24175,"Botetourt",zip_nearest_county_centroid,0.78,0.9529,"ZCTA spans 2 counties; nearest county centroid is 18 km away, next is 29 km (margin 12 km)"
"zion-united-methodist-church","Troy",VA,22974,"Fluvanna",zip_nearest_county_centroid,0.78,0.7669,"ZCTA spans 3 counties; nearest county centroid is 14 km away, next is 25 km (margin 11 km)"
"capital-one-center-pickleball-tysons-va","Tysons",VA,,"",none,0,,"no postal_code"
"oakton-glen","Vienna",VA,,"",none,0,,"no postal_code"
"bayville-farms-park","Virginia Beach",VA,,"",none,0,,"no postal_code"
"red-wing-park","Virginia Beach",VA,23450,"",none,0,,"ZIP has no ZCTA in the Census relationship file (often a PO-box or point ZIP)"
"simon-family-jcc","Virginia Beach",VA,23462,"Norfolk",zip_nearest_county_centroid,0.6,0.0001,"ZCTA spans 2 counties; nearest county centroid is 13 km away, next is 13 km (margin 0 km) — OVERRODE the larger-by-land-area candidate"
"virginia-beach-middle-school","Virginia Beach",VA,23450,"",none,0,,"ZIP has no ZCTA in the Census relationship file (often a PO-box or point ZIP)"
"weyers-cave-community-center-weyers-cave-va","Weyers Cave",VA,24486,"Augusta",zip_nearest_county_centroid,0.6,0.9107,"ZCTA spans 2 counties; nearest county centroid is 24 km away, next is 25 km (margin 1 km)"
"greater-williamsburg-sports-and-events-center-williamsburg","Williamsburg",VA,,"",none,0,,"no postal_code"
"jamestown-high-school","Williamsburg",VA,23185,"Williamsburg",zip_nearest_county_centroid,0.6,0.1354,"ZCTA spans 4 counties; nearest county centroid is 3 km away, next is 8 km (margin 5 km) — OVERRODE the larger-by-land-area candidate"
"quarterpath-williamsburg-va","Williamsburg",VA,23188,"Williamsburg",zip_nearest_county_centroid,0.78,0.0122,"ZCTA spans 3 counties; nearest county centroid is 3 km away, next is 11 km (margin 9 km) — OVERRODE the larger-by-land-area candidate"
"quarterpath-recreation-center","Williamsburg",VA,23185,"Williamsburg",zip_nearest_county_centroid,0.78,0.1354,"ZCTA spans 4 counties; nearest county centroid is 2 km away, next is 11 km (margin 8 km) — OVERRODE the larger-by-land-area candidate"
"the-picklr-williamsburg","Williamsburg",VA,23185,"Williamsburg",zip_nearest_county_centroid,0.78,0.1354,"ZCTA spans 4 counties; nearest county centroid is 0 km away, next is 9 km (margin 8 km) — OVERRODE the larger-by-land-area candidate"
"veterans-park-williamsburg-va","Williamsburg",VA,23188,"Williamsburg",zip_nearest_county_centroid,0.6,0.0122,"ZCTA spans 3 counties; nearest county centroid is 3 km away, next is 6 km (margin 3 km) — OVERRODE the larger-by-land-area candidate"
"veterans-park-james-city-county","Williamsburg",VA,23188,"Williamsburg",zip_nearest_county_centroid,0.6,0.0122,"ZCTA spans 3 counties; nearest county centroid is 5 km away, next is 6 km (margin 2 km) — OVERRODE the larger-by-land-area candidate"
"willimsburg-indoor-sports-complex-wisc","Williamsburg",VA,23188,"James City",zip_nearest_county_centroid,0.6,0.7301,"ZCTA spans 3 counties; nearest county centroid is 1 km away, next is 8 km (margin 6 km)"
"wisc-williamsburg-va","Williamsburg",VA,23288,"",none,0,,"ZIP has no ZCTA in the Census relationship file (often a PO-box or point ZIP)"
"jim-barnett-recreation-center-war-memorial-building","Winchester",VA,22601,"Winchester",zip_nearest_county_centroid,0.6,0.9405,"ZCTA spans 2 counties; nearest county centroid is 2 km away, next is 10 km (margin 8 km)"
"jim-barnett-christianson-familyland-winchester-va","Winchester",VA,22601,"Winchester",zip_nearest_county_centroid,0.78,0.9405,"ZCTA spans 2 counties; nearest county centroid is 2 km away, next is 10 km (margin 8 km)"
"belmont-bay-community-courts-private-woodbridge-va","Woodbridge",VA,13000,"",none,0,,"ZIP has no ZCTA in the Census relationship file (often a PO-box or point ZIP)"
"eagles-pointe-private-woodbridge-va","Woodbridge",VA,16387,"",none,0,,"ZIP has no ZCTA in the Census relationship file (often a PO-box or point ZIP)"
"gar-field-high-school-woodbridge-va","Woodbridge",VA,14000,"",none,0,,"ZIP has no ZCTA in the Census relationship file (often a PO-box or point ZIP)"
"lake-ridge-middle-school-woodbridge-va","Woodbridge",VA,12350,"",none,0,,"ZIP has no ZCTA in the Census relationship file (often a PO-box or point ZIP)"
"montclair-country-club","Woodbridge",VA,22052,"",none,0,,"ZIP has no ZCTA in the Census relationship file (often a PO-box or point ZIP)"
"river-ridge-woodbridge-va","Woodbridge",VA,12410,"Ulster",zip_single_county,0,1,"derived county is in NY but the row says VA - ZIP or state is wrong"
"stonebridge-town-center-woodbridge-va","Woodbridge",VA,15201,"Allegheny",zip_single_county,0,1,"derived county is in PA but the row says VA - ZIP or state is wrong"
"veterans-memorial-park-woodbridge-va","Woodbridge",VA,14300,"",none,0,,"ZIP has no ZCTA in the Census relationship file (often a PO-box or point ZIP)"
"westridge-private-woodbridge-va","Woodbridge",VA,12649,"",none,0,,"ZIP has no ZCTA in the Census relationship file (often a PO-box or point ZIP)"
"spring-creek-members-and-guests-only-zion-crossroads-va","Zion Crossroads",VA,22942,"Louisa",zip_nearest_county_centroid,0.6,0.5189,"ZCTA spans 3 counties; nearest county centroid is 23 km away, next is 30 km (margin 7 km)"
"barre-recreation-park-barre-town-vt","Barre Town",VT,05641,"Washington",zip_nearest_county_centroid,0.6,0.6168,"ZCTA spans 2 counties; nearest county centroid is 15 km away, next is 20 km (margin 5 km)"
"recreation-area-athletic-complex-barre-town-vt","Barre Town",VT,05641,"Washington",zip_nearest_county_centroid,0.6,0.6168,"ZCTA spans 2 counties; nearest county centroid is 16 km away, next is 20 km (margin 5 km)"
"green-mountain-community-fitness-barre-barre-vt","Barre",VT,05641,"Washington",zip_nearest_county_centroid,0.78,0.6168,"ZCTA spans 2 counties; nearest county centroid is 12 km away, next is 24 km (margin 12 km)"
"smilie-elementary-school-bolton-vt","Bolton",VT,05676,"Chittenden",zip_nearest_county_centroid,0.6,0.21,"ZCTA spans 2 counties; nearest county centroid is 18 km away, next is 24 km (margin 6 km) — OVERRODE the larger-by-land-area candidate"
"otter-valley-north-campus-brandon-vt","Brandon",VT,05733,"Rutland",zip_nearest_county_centroid,0.6,0.6066,"ZCTA spans 2 counties; nearest county centroid is 23 km away, next is 24 km (margin 2 km)"
"winston-prouty-gymnasium-brattleboro-brattleboro-vt","Brattleboro",VT,50301,"",none,0,,"ZIP has no ZCTA in the Census relationship file (often a PO-box or point ZIP)"
"schmanska-park-burlington-vt","Burlington",VT,,"",none,0,,"no postal_code"
"cambridge-rec-center-cambridge-vt","Cambridge",VT,05444,"Lamoille",zip_nearest_county_centroid,0.78,0.603,"ZCTA spans 3 counties; nearest county centroid is 16 km away, next is 25 km (margin 9 km)"
"green-mountain-union-high-school-chester-chester-vt","Chester",VT,05143,"Windham",zip_nearest_county_centroid,0.6,0.2284,"ZCTA spans 2 counties; nearest county centroid is 32 km away, next is 34 km (margin 1 km) — OVERRODE the larger-by-land-area candidate"
"the-pinnacle-recreation-park-chester-chester-vt","Chester",VT,05143,"Windham",zip_nearest_county_centroid,0.6,0.2284,"ZCTA spans 2 counties; nearest county centroid is 32 km away, next is 34 km (margin 3 km) — OVERRODE the larger-by-land-area candidate"
"bayside-park-4449","Colchester",VT,,"",none,0,,"no postal_code"
"huntington-recreation-field-huntington-vt","Huntington",VT,05462,"Chittenden",zip_nearest_county_centroid,0.78,0.9988,"ZCTA spans 2 counties; nearest county centroid is 17 km away, next is 35 km (margin 18 km)"
"huntington-town-hall-huntington-vt","Huntington",VT,05462,"Chittenden",zip_nearest_county_centroid,0.78,0.9988,"ZCTA spans 2 counties; nearest county centroid is 20 km away, next is 33 km (margin 12 km)"
"lakeside-park-island-pond-island-pond-vt","Island Pond",VT,05846,"Essex",zip_nearest_county_centroid,0.78,0.9346,"ZCTA spans 2 counties; nearest county centroid is 15 km away, next is 29 km (margin 14 km)"
"cambridge-community-center-jeffersonville-vt","Jeffersonville",VT,05464,"Lamoille",zip_nearest_county_centroid,0.78,0.7561,"ZCTA spans 2 counties; nearest county centroid is 16 km away, next is 25 km (margin 9 km)"
"flood-brook-school-londonderry-vt","Londonderry",VT,,"",none,0,,"no postal_code"
"pingree-park","Londonderry",VT,05148,"Windham",zip_nearest_county_centroid,0.6,0.6344,"ZCTA spans 3 counties; nearest county centroid is 27 km away, next is 33 km (margin 6 km)"
"manchester-rec-manchester-vt","Manchester",VT,,"",none,0,,"no postal_code"
"bombardier-park-milton-vt","Milton",VT,05468,"Chittenden",zip_nearest_county_centroid,0.78,0.8281,"ZCTA spans 2 counties; nearest county centroid is 18 km away, next is 32 km (margin 14 km)"
"bombardier-park-east","Milton",VT,05468,"Chittenden",zip_nearest_county_centroid,0.78,0.8281,"ZCTA spans 2 counties; nearest county centroid is 19 km away, next is 30 km (margin 11 km)"
"randolph-tennis-and-pickleball-courts-randolph-vt","Randolph",VT,05060,"Orange",zip_nearest_county_centroid,0.78,0.8209,"ZCTA spans 3 counties; nearest county centroid is 26 km away, next is 39 km (margin 13 km)"
"browns-court-richmond-vt","Richmond",VT,04577,"",none,0,,"ZIP has no ZCTA in the Census relationship file (often a PO-box or point ZIP)"
"rochester-tennis-courts","Rochester",VT,,"",none,0,,"no postal_code"
"stratton-training-fitness-center-stfc-stratton-mountain-vt","Stratton Mountain",VT,,"",none,0,,"no postal_code"
"underhill-town-park-underhill-vt","Underhill",VT,05490,"",none,0,,"ZIP has no ZCTA in the Census relationship file (often a PO-box or point ZIP)"
"anderson-field","Waterbury",VT,05676,"Washington",zip_nearest_county_centroid,0.78,0.79,"ZCTA spans 2 counties; nearest county centroid is 14 km away, next is 29 km (margin 15 km)"
"baker-field-tennis-courts-wilmington-wilmington-vt","Wilmington",VT,05363,"Windham",zip_nearest_county_centroid,0.78,0.6574,"ZCTA spans 2 counties; nearest county centroid is 19 km away, next is 27 km (margin 8 km)"
"brook-bound-inn-padel","Wilmington",VT,05363,"Windham",zip_nearest_county_centroid,0.78,0.6574,"ZCTA spans 2 counties; nearest county centroid is 19 km away, next is 27 km (margin 8 km)"
"old-school-community-center-wilmington-wilmington-vt","Wilmington",VT,05363,"Windham",zip_nearest_county_centroid,0.78,0.6574,"ZCTA spans 2 counties; nearest county centroid is 19 km away, next is 27 km (margin 9 km)"
"federal-way-8th-ave-boys-girls-club-8th-ave-s-wa","8th Ave S",WA,30815,"Richmond",zip_nearest_county_centroid,0,0.7193,"derived county is in GA but the row says WA - ZIP or state is wrong"
"haller-middle-school-pickleball-courts","Arlington",WA,,"",none,0,,"no postal_code"
"rally-pickleball","Auburn",WA,,"",none,0,,"no postal_code"
"shaughnessy-park","Auburn",WA,98092,"Pierce",zip_nearest_county_centroid,0.6,0.0342,"ZCTA spans 2 counties; nearest county centroid is 27 km away, next is 35 km (margin 8 km) — OVERRODE the larger-by-land-area candidate"
"battle-point-founders-pickleball","Bainbridge Island",WA,,"",none,0,,"no postal_code"
"lewisville-regional-park-battleground-wa-battle-ground-wa","Battle Ground",WA,26411,"Doddridge",zip_nearest_county_centroid,0,0.9794,"derived county is in WV but the row says WA - ZIP or state is wrong"
"tukes-valley-middle-school-battle-ground-wa","Battle Ground",WA,20601,"Prince George's",zip_nearest_county_centroid,0,0.1608,"derived county is in MD but the row says WA - ZIP or state is wrong"
"bellevue-bellevue-club-bellevue-wa","Bellevue",WA,11200,"",none,0,,"ZIP has no ZCTA in the Census relationship file (often a PO-box or point ZIP)"
"bellevue-crossroads-community-center-bellevue-wa","Bellevue",WA,16000,"",none,0,,"ZIP has no ZCTA in the Census relationship file (often a PO-box or point ZIP)"
"bellevue-eastgate-park-bellevue-wa","Bellevue",WA,14500,"",none,0,,"ZIP has no ZCTA in the Census relationship file (often a PO-box or point ZIP)"
"bellevue-enatai-park-bellevue-wa","Bellevue",WA,10643,"",none,0,,"ZIP has no ZCTA in the Census relationship file (often a PO-box or point ZIP)"
"bellevue-gorin-tennis-bellevue-bellevue-wa","Bellevue",WA,13203,"Onondaga",zip_single_county,0,1,"derived county is in NY but the row says WA - ZIP or state is wrong"
"bellevue-highland-park-pickleball-and-tennis-courts","Bellevue",WA,14224,"Erie",zip_single_county,0,1,"derived county is in NY but the row says WA - ZIP or state is wrong"
"bellevue-norwood-village-neighborhood-park-bellevue-wa","Bellevue",WA,12309,"Schenectady",zip_nearest_county_centroid,0,0.815,"derived county is in NY but the row says WA - ZIP or state is wrong"
"bellevue-samena-swim-rec-club-bellevue-wa","Bellevue",WA,15231,"",none,0,,"ZIP has no ZCTA in the Census relationship file (often a PO-box or point ZIP)"
"bellevue-spiritridge-park-bellevue-wa","Bellevue",WA,16100,"",none,0,,"ZIP has no ZCTA in the Census relationship file (often a PO-box or point ZIP)"
"bellevue-the-church-of-jesus-christ-of-latter-day-saints","Bellevue",WA,14536,"Wyoming",zip_nearest_county_centroid,0,0.7946,"derived county is in NY but the row says WA - ZIP or state is wrong"
"bellevue-westminster-chapel-gym-bellevue-wa","Bellevue",WA,13646,"Jefferson",zip_nearest_county_centroid,0,0.0113,"derived county is in NY but the row says WA - ZIP or state is wrong"
"the-flying-pickle-seattle","Bellevue",WA,,"",none,0,,"no postal_code"
"lake-padden-park-bellingham-wa","Bellingham",WA,98229,"Whatcom",zip_nearest_county_centroid,0.78,0.9496,"ZCTA spans 2 counties; nearest county centroid is 48 km away, next is 57 km (margin 9 km)"
"sudden-valley-community-association-gate-2-bellingham-wa","Bellingham",WA,98229,"Whatcom",zip_nearest_county_centroid,0.78,0.9496,"ZCTA spans 2 counties; nearest county centroid is 48 km away, next is 57 km (margin 9 km)"
