slug,city,state,postal_code,derived_county,method,confidence,share,reason
"joplin-family-ymca-south-branch","Joplin",MO,64804,"Jasper",zip_nearest_county_centroid,0.6,0.1872,"ZCTA spans 2 counties; nearest county centroid is 21 km away, next is 25 km (margin 5 km) — OVERRODE the larger-by-land-area candidate"
"lees-summit-new-pickleball-courts","Lee's Summit",MO,,"",none,0,,"no postal_code"
"longview-community-center","Lees Summit",MO,64082,"Jackson",zip_nearest_county_centroid,0.78,0.9077,"ZCTA spans 2 counties; nearest county centroid is 20 km away, next is 29 km (margin 9 km)"
"the-pavilion-at-lemay","Lemay Township",MO,63125,"St. Louis",zip_nearest_county_centroid,0.6,0.9852,"ZCTA spans 2 counties; nearest county centroid is 39 km away, next is 45 km (margin 6 km)"
"the-pickleball-warehouse-13743","Marionville",MO,65705,"Lawrence",zip_nearest_county_centroid,0.78,0.7092,"ZCTA spans 2 counties; nearest county centroid is 21 km away, next is 33 km (margin 12 km)"
"the-pickleball-warehouse","Marionville",MO,65705,"Lawrence",zip_nearest_county_centroid,0.78,0.7092,"ZCTA spans 2 counties; nearest county centroid is 21 km away, next is 32 km (margin 10 km)"
"south-park","Monett",MO,65708,"Lawrence",zip_nearest_county_centroid,0.6,0.3094,"ZCTA spans 2 counties; nearest county centroid is 22 km away, next is 26 km (margin 4 km) — OVERRODE the larger-by-land-area candidate"
"mountain-grove-skate-park","Mountain Grove",MO,65711,"Wright",zip_nearest_county_centroid,0.6,0.5158,"ZCTA spans 3 counties; nearest county centroid is 25 km away, next is 31 km (margin 6 km)"
"mountain-grove-ymca","Mountain Grove",MO,65711,"Wright",zip_nearest_county_centroid,0.6,0.5158,"ZCTA spans 3 counties; nearest county centroid is 24 km away, next is 31 km (margin 7 km)"
"mountain-view-family-youth-center-12051","Mountain View",MO,65548,"Howell",zip_nearest_county_centroid,0.6,0.6051,"ZCTA spans 3 counties; nearest county centroid is 30 km away, next is 32 km (margin 1 km)"
"new-haven-city-park","New Haven",MO,63068,"Franklin",zip_nearest_county_centroid,0.6,0.9621,"ZCTA spans 2 counties; nearest county centroid is 25 km away, next is 31 km (margin 6 km)"
"margaritaville-lake-resort-lake-of-the-ozarks","Osage Beach",MO,65065,"Camden",zip_nearest_county_centroid,0.78,0.8768,"ZCTA spans 2 counties; nearest county centroid is 14 km away, next is 23 km (margin 8 km)"
"tri-county-ymca-of-the-ozarks","Osage Beach",MO,65065,"Camden",zip_nearest_county_centroid,0.78,0.8768,"ZCTA spans 2 counties; nearest county centroid is 14 km away, next is 23 km (margin 10 km)"
"j-r-martin-park","Republic",MO,65738,"Greene",zip_nearest_county_centroid,0.78,0.8556,"ZCTA spans 3 counties; nearest county centroid is 18 km away, next is 29 km (margin 11 km)"
"republic-community-center","Republic",MO,65738,"Greene",zip_nearest_county_centroid,0.78,0.8556,"ZCTA spans 3 counties; nearest county centroid is 20 km away, next is 29 km (margin 10 km)"
"republic-parks-recreation","Republic",MO,65738,"Greene",zip_nearest_county_centroid,0.78,0.8556,"ZCTA spans 3 counties; nearest county centroid is 20 km away, next is 29 km (margin 10 km)"
"richland-high-school-tennis-courts","Richland",MO,65556,"Pulaski",zip_nearest_county_centroid,0.78,0.441,"ZCTA spans 3 counties; nearest county centroid is 18 km away, next is 28 km (margin 10 km)"
"ab-green-park-6399","Richmond Heights",MO,63117,"St. Louis",zip_nearest_county_centroid,0.6,0.056,"ZCTA spans 2 counties; nearest county centroid is 7 km away, next is 10 km (margin 3 km) — OVERRODE the larger-by-land-area candidate"
"the-heights-community-ctr","Richmond Heights",MO,63117,"St. Louis",zip_nearest_county_centroid,0.6,0.056,"ZCTA spans 2 counties; nearest county centroid is 8 km away, next is 10 km (margin 3 km) — OVERRODE the larger-by-land-area candidate"
"e-h-young-riverfront-park","Riverside",MO,64150,"Clay",zip_nearest_county_centroid,0.6,0.0022,"ZCTA spans 2 counties; nearest county centroid is 25 km away, next is 27 km (margin 2 km) — OVERRODE the larger-by-land-area candidate"
"riverside-community-center-2659","Riverside",MO,64150,"Clay",zip_nearest_county_centroid,0.6,0.0022,"ZCTA spans 2 counties; nearest county centroid is 23 km away, next is 26 km (margin 3 km) — OVERRODE the larger-by-land-area candidate"
"first-united-methodist-church-10779","Rolla",MO,65401,"Phelps",zip_nearest_county_centroid,0.78,0.8299,"ZCTA spans 3 counties; nearest county centroid is 9 km away, next is 27 km (margin 18 km)"
"green-acres-park","Rolla",MO,65401,"Phelps",zip_nearest_county_centroid,0.78,0.8299,"ZCTA spans 3 counties; nearest county centroid is 9 km away, next is 28 km (margin 20 km)"
"immanuel-lutheran-church","Rolla",MO,65401,"Phelps",zip_nearest_county_centroid,0.78,0.8299,"ZCTA spans 3 counties; nearest county centroid is 10 km away, next is 27 km (margin 17 km)"
"the-centre-rolla-s-health-recreation-complex","Rolla",MO,65401,"Phelps",zip_nearest_county_centroid,0.78,0.8299,"ZCTA spans 3 counties; nearest county centroid is 10 km away, next is 27 km (margin 17 km)"
"brinkop-park","Shrewsbury",MO,63119,"St. Louis",zip_nearest_county_centroid,0.6,0.0087,"ZCTA spans 2 counties; nearest county centroid is 9 km away, next is 12 km (margin 3 km) — OVERRODE the larger-by-land-area candidate"
"shrewsbury-city-center","Shrewsbury",MO,63119,"St. Louis",zip_nearest_county_centroid,0.6,0.0087,"ZCTA spans 2 counties; nearest county centroid is 9 km away, next is 12 km (margin 3 km) — OVERRODE the larger-by-land-area candidate"
"ymca-14273","Sikeston",MO,63801,"Scott",zip_nearest_county_centroid,0.6,0.5787,"ZCTA spans 4 counties; nearest county centroid is 19 km away, next is 27 km (margin 7 km)"
"bode-sport-complex","St Joseph",MO,64507,"Buchanan",zip_nearest_county_centroid,0.78,0.9893,"ZCTA spans 2 counties; nearest county centroid is 10 km away, next is 27 km (margin 17 km)"
"ab-green-park","St Louis",MO,63117,"St. Louis",zip_nearest_county_centroid,0.6,0.056,"ZCTA spans 2 counties; nearest county centroid is 5 km away, next is 13 km (margin 8 km) — OVERRODE the larger-by-land-area candidate"
"oak-haven-tennis-courts","St Louis",MO,63119,"St. Louis",zip_nearest_county_centroid,0.6,0.9913,"ZCTA spans 2 counties; nearest county centroid is 7 km away, next is 12 km (margin 5 km)"
"chicken-n-pickle-st-charles-f50003","St. Charles",MO,,"",none,0,,"no postal_code"
"110-west","St. James",MO,65559,"Phelps",zip_nearest_county_centroid,0.6,0.7885,"ZCTA spans 4 counties; nearest county centroid is 21 km away, next is 27 km (margin 5 km)"
"st-james-park-courts","St. James",MO,65559,"Phelps",zip_nearest_county_centroid,0.6,0.7885,"ZCTA spans 4 counties; nearest county centroid is 21 km away, next is 27 km (margin 6 km)"
"st-james-st-james-park","St. James",MO,65559,"Phelps",zip_nearest_county_centroid,0.6,0.7885,"ZCTA spans 4 counties; nearest county centroid is 21 km away, next is 26 km (margin 6 km)"
"st-james-community-recreation-center","St. James",MO,65559,"Phelps",zip_nearest_county_centroid,0.6,0.7885,"ZCTA spans 4 counties; nearest county centroid is 21 km away, next is 27 km (margin 5 km)"
"corby-pickleball-courts","St. Joseph",MO,,"",none,0,,"no postal_code"
"north-22nd-street-pickleball-courts","St. Joseph",MO,,"",none,0,,"no postal_code"
"northside-sport-complex","St. Joseph",MO,64505,"Buchanan",zip_nearest_county_centroid,0.6,0.2288,"ZCTA spans 2 counties; nearest county centroid is 16 km away, next is 22 km (margin 6 km) — OVERRODE the larger-by-land-area candidate"
"u-city-centennial-commons","St. Louis Park",MO,63130,"St. Louis",zip_nearest_county_centroid,0.78,0.0198,"ZCTA spans 2 counties; nearest county centroid is 4 km away, next is 21 km (margin 17 km) — OVERRODE the larger-by-land-area candidate"
"affton-white-rodgers-community-ctr","St. Louis",MO,63123,"St. Louis",zip_nearest_county_centroid,0.6,0.0495,"ZCTA spans 2 counties; nearest county centroid is 13 km away, next is 15 km (margin 3 km) — OVERRODE the larger-by-land-area candidate"
"ferguson-teen-center-of-excellence","St. Louis",MO,63136,"St. Louis",zip_nearest_county_centroid,0.78,0.04,"ZCTA spans 2 counties; nearest county centroid is 7 km away, next is 19 km (margin 12 km) — OVERRODE the larger-by-land-area candidate"
"north-st-louis-county-recreational-complex","St. Louis",MO,63136,"St. Louis",zip_nearest_county_centroid,0.6,0.04,"ZCTA spans 2 counties; nearest county centroid is 17 km away, next is 23 km (margin 7 km) — OVERRODE the larger-by-land-area candidate"
"pavilion-at-lemay","St. Louis",MO,63125,"St. Louis",zip_nearest_county_centroid,0.6,0.0148,"ZCTA spans 2 counties; nearest county centroid is 14 km away, next is 20 km (margin 6 km) — OVERRODE the larger-by-land-area candidate"
"pickleball-kingdom-st-louis","St. Louis",MO,,"",none,0,,"no postal_code"
"st-vincent-community-center","St. Louis",MO,63133,"St. Louis",zip_nearest_county_centroid,0.6,0.0094,"ZCTA spans 2 counties; nearest county centroid is 8 km away, next is 13 km (margin 5 km) — OVERRODE the larger-by-land-area candidate"
"the-salvation-army-gateway-citadel","St. Louis",MO,63123,"St. Louis",zip_nearest_county_centroid,0.6,0.0495,"ZCTA spans 2 counties; nearest county centroid is 10 km away, next is 17 km (margin 7 km) — OVERRODE the larger-by-land-area candidate"
"porto-cima-yacht-club-court","Sunrise Beach",MO,65079,"Camden",zip_nearest_county_centroid,0.78,0.964,"ZCTA spans 2 counties; nearest county centroid is 17 km away, next is 28 km (margin 12 km)"
"apex-sports-hub","Terrace",MO,,"",none,0,,"no postal_code"
"marion-hancock-recreation-complex-pickleball-courts","Warrensburg",MO,,"",none,0,,"no postal_code"
"blackburn-park","Webster Groves",MO,63119,"St. Louis",zip_nearest_county_centroid,0.6,0.9913,"ZCTA spans 2 counties; nearest county centroid is 9 km away, next is 11 km (margin 1 km)"
"chicken-n-pickle-webster-groves-f50004","Webster Groves",MO,,"",none,0,,"no postal_code"
"webster-groves-recreation-complex","Webster Groves",MO,63119,"St. Louis",zip_nearest_county_centroid,0.6,0.9913,"ZCTA spans 2 counties; nearest county centroid is 11 km away, next is 12 km (margin 1 km)"
"booster-field","Willow Springs",MO,65793,"Howell",zip_nearest_county_centroid,0.78,0.5773,"ZCTA spans 3 counties; nearest county centroid is 25 km away, next is 36 km (margin 10 km)"
"innsbrook-commons","Wright city",MO,63390,"Warren",zip_nearest_county_centroid,0.78,0.878,"ZCTA spans 2 counties; nearest county centroid is 14 km away, next is 27 km (margin 12 km)"
"delta-state-university","Cleveland",MS,38732,"Bolivar",zip_nearest_county_centroid,0.6,0.7651,"ZCTA spans 2 counties; nearest county centroid is 16 km away, next is 20 km (margin 4 km)"
"twin-rivers-recreation","Greenwood",MS,38930,"Leflore",zip_nearest_county_centroid,0.78,0.6201,"ZCTA spans 2 counties; nearest county centroid is 9 km away, next is 28 km (margin 18 km)"
"wagner-park","Greenwood",MS,38930,"Leflore",zip_nearest_county_centroid,0.78,0.6201,"ZCTA spans 2 counties; nearest county centroid is 11 km away, next is 26 km (margin 15 km)"
"family-ymca-of-southeast-mississippi-inc","Hattiesburg",MS,39401,"Forrest",zip_nearest_county_centroid,0.6,0.9537,"ZCTA spans 4 counties; nearest county centroid is 11 km away, next is 19 km (margin 7 km)"
"kamper-park","Hattiesburg",MS,39401,"Forrest",zip_nearest_county_centroid,0.6,0.9537,"ZCTA spans 4 counties; nearest county centroid is 16 km away, next is 23 km (margin 7 km)"
"merit-health-wellness-center","Hattiesburg",MS,39402,"Forrest",zip_nearest_county_centroid,0.6,0.424,"ZCTA spans 3 counties; nearest county centroid is 18 km away, next is 19 km (margin 1 km) — OVERRODE the larger-by-land-area candidate"
"temple-baptist-church-fifty-two-twenty","Hattiesburg",MS,39401,"Lamar",zip_nearest_county_centroid,0.6,0.0021,"ZCTA spans 4 counties; nearest county centroid is 15 km away, next is 19 km (margin 4 km) — OVERRODE the larger-by-land-area candidate"
"the-picklr-hattiesburg","Hattiesburg",MS,39402,"Forrest",zip_nearest_county_centroid,0.78,0.424,"ZCTA spans 3 counties; nearest county centroid is 16 km away, next is 25 km (margin 9 km) — OVERRODE the larger-by-land-area candidate"
"baptist-healthplex-anderson-meridian-ms","Meridian",MS,,"",none,0,,"no postal_code"
"northeast-park-pickleball-courts-meridian","Meridian",MS,,"",none,0,,"no postal_code"
"olive-branch-country-club","Olive Branch",MS,38654,"DeSoto",zip_nearest_county_centroid,0.78,0.9664,"ZCTA spans 2 counties; nearest county centroid is 18 km away, next is 37 km (margin 19 km)"
"lobouy-senior-center","Pass Christian",MS,39571,"Harrison",zip_nearest_county_centroid,0.6,0.9563,"ZCTA spans 2 counties; nearest county centroid is 19 km away, next is 24 km (margin 5 km)"
"pineville-community-park","Pass Christian",MS,39571,"Harrison",zip_nearest_county_centroid,0.6,0.9563,"ZCTA spans 2 counties; nearest county centroid is 19 km away, next is 24 km (margin 5 km)"
"war-memorial-park","Pass Christian",MS,39571,"Harrison",zip_nearest_county_centroid,0.6,0.9563,"ZCTA spans 2 counties; nearest county centroid is 19 km away, next is 24 km (margin 5 km)"
"goodyear-baptist-church","Picayune",MS,39466,"Hancock",zip_nearest_county_centroid,0.6,0.3676,"ZCTA spans 2 counties; nearest county centroid is 24 km away, next is 29 km (margin 5 km) — OVERRODE the larger-by-land-area candidate"
"tennis-courts-2696","Purvis",MS,39475,"Lamar",zip_nearest_county_centroid,0.6,0.828,"ZCTA spans 2 counties; nearest county centroid is 11 km away, next is 15 km (margin 4 km)"
"pkl-row-starkville","Starkville",MS,,"",none,0,,"no postal_code"
"travis-outlaw-gym","Starkville",MS,39759,"Oktibbeha",zip_nearest_county_centroid,0.78,0.9733,"ZCTA spans 3 counties; nearest county centroid is 7 km away, next is 22 km (margin 15 km)"
"west-valley-park","Anaconda",MT,59711,"Deer Lodge",zip_nearest_county_centroid,0.78,0.6356,"ZCTA spans 3 counties; nearest county centroid is 15 km away, next is 34 km (margin 19 km)"
"big-sky-tennis-pickleball-courts","Big Sky",MT,59716,"Gallatin",zip_nearest_county_centroid,0.78,0.4417,"ZCTA spans 2 counties; nearest county centroid is 31 km away, next is 48 km (margin 17 km) — OVERRODE the larger-by-land-area candidate"
"yellowstone-club","Big Sky",MT,59716,"Gallatin",zip_nearest_county_centroid,0.6,0.4417,"ZCTA spans 2 counties; nearest county centroid is 36 km away, next is 41 km (margin 5 km) — OVERRODE the larger-by-land-area candidate"
"the-flying-pickle-billings","Billings",MT,,"",none,0,,"no postal_code"
"bozeman-classic-pickleball-club","Bozeman",MT,,"",none,0,,"no postal_code"
"eureka-public-school-district-middle-school-gym-eureka-mt","Eureka",MT,,"",none,0,,"no postal_code"
"bread-and-roses-indoor-pickleball","Florence",MT,59833,"Missoula",zip_nearest_county_centroid,0.78,0.2978,"ZCTA spans 2 counties; nearest county centroid is 46 km away, next is 63 km (margin 17 km) — OVERRODE the larger-by-land-area candidate"
"lakeside-ben-williams-park","Lakeside",MT,59922,"Flathead",zip_nearest_county_centroid,0.78,0.8989,"ZCTA spans 2 counties; nearest county centroid is 34 km away, next is 43 km (margin 9 km)"
"beechwood-cc","Ahoskie",NC,27910,"Hertford",zip_nearest_county_centroid,0.78,0.6966,"ZCTA spans 2 counties; nearest county centroid is 9 km away, next is 25 km (margin 17 km)"
"abbington-neighborhood-courts","Apex",NC,27502,"Wake",zip_nearest_county_centroid,0.78,0.7974,"ZCTA spans 2 counties; nearest county centroid is 23 km away, next is 32 km (margin 9 km)"
"apex-community-center","Apex",NC,27502,"Wake",zip_nearest_county_centroid,0.78,0.7974,"ZCTA spans 2 counties; nearest county centroid is 19 km away, next is 37 km (margin 18 km)"
"apex-elementary-school","Apex",NC,27502,"Wake",zip_nearest_county_centroid,0.78,0.7974,"ZCTA spans 2 counties; nearest county centroid is 20 km away, next is 36 km (margin 16 km)"
"apex-friendship-schools","Apex",NC,27502,"Wake",zip_nearest_county_centroid,0.6,0.7974,"ZCTA spans 2 counties; nearest county centroid is 25 km away, next is 31 km (margin 6 km)"
"apex-kelly-rd-park","Apex",NC,27502,"Wake",zip_nearest_county_centroid,0.78,0.7974,"ZCTA spans 2 counties; nearest county centroid is 23 km away, next is 32 km (margin 10 km)"
"apex-seymour-athletic-fields-apex-nc","Apex",NC,27502,"Wake",zip_nearest_county_centroid,0.6,0.7974,"ZCTA spans 2 counties; nearest county centroid is 25 km away, next is 31 km (margin 7 km)"
"kelly-road-park-apex-nc","Apex",NC,27502,"Wake",zip_nearest_county_centroid,0.78,0.7974,"ZCTA spans 2 counties; nearest county centroid is 23 km away, next is 32 km (margin 10 km)"
"olive-chapel-swim-and-tennis-club","Apex",NC,27502,"Wake",zip_nearest_county_centroid,0.78,0.7974,"ZCTA spans 2 counties; nearest county centroid is 21 km away, next is 34 km (margin 13 km)"
"creekside-park-2741","Archdale",NC,27263,"Guilford",zip_nearest_county_centroid,0.6,0.3837,"ZCTA spans 2 counties; nearest county centroid is 25 km away, next is 27 km (margin 3 km) — OVERRODE the larger-by-land-area candidate"
"grubb-family-ymca","Archdale",NC,27263,"Guilford",zip_nearest_county_centroid,0.6,0.3837,"ZCTA spans 2 counties; nearest county centroid is 26 km away, next is 27 km (margin 1 km) — OVERRODE the larger-by-land-area candidate"
"beech-mountain-club","Beech Mountain",NC,28604,"Avery",zip_nearest_county_centroid,0.6,0.4237,"ZCTA spans 2 counties; nearest county centroid is 16 km away, next is 16 km (margin 0 km) — OVERRODE the larger-by-land-area candidate"
"beech-mountain-club-pickleball-center","Beech Mountain",NC,,"",none,0,,"no postal_code"
"buckeye-recreation-center","Beech Mountain",NC,28604,"Watauga",zip_nearest_county_centroid,0.6,0.5763,"ZCTA spans 2 counties; nearest county centroid is 17 km away, next is 17 km (margin 0 km)"
"cragmont-assembly-black-mountain-nc","Black Mountain",NC,28711,"Buncombe",zip_nearest_county_centroid,0.78,0.7927,"ZCTA spans 4 counties; nearest county centroid is 16 km away, next is 28 km (margin 12 km)"
"cragmont-park-near-lake-tomahawk","Black Mountain",NC,28711,"Buncombe",zip_nearest_county_centroid,0.78,0.7927,"ZCTA spans 4 counties; nearest county centroid is 18 km away, next is 26 km (margin 8 km)"
"cragmont-park-near-lake-tomahawk-black-mountain-nc","Black Mountain",NC,28711,"Buncombe",zip_nearest_county_centroid,0.6,0.7927,"ZCTA spans 4 counties; nearest county centroid is 19 km away, next is 25 km (margin 6 km)"
"creekside-racquet-club","Black Mountain",NC,28711,"Buncombe",zip_nearest_county_centroid,0.6,0.7927,"ZCTA spans 4 counties; nearest county centroid is 19 km away, next is 26 km (margin 7 km)"
"brasstown-community-center-brasstown-nc","Brasstown",NC,28902,"Cherokee",zip_nearest_county_centroid,0.6,0.3325,"ZCTA spans 2 counties; nearest county centroid is 14 km away, next is 18 km (margin 4 km) — OVERRODE the larger-by-land-area candidate"
"nantahala-outdoor-center-bryson-city-nc","Bryson City",NC,28713,"Macon",zip_nearest_county_centroid,0.6,0.0022,"ZCTA spans 2 counties; nearest county centroid is 25 km away, next is 29 km (margin 4 km) — OVERRODE the larger-by-land-area candidate"
"swain-county-rec-center-bryson-city-nc","Bryson City",NC,28713,"Swain",zip_nearest_county_centroid,0.78,0.9978,"ZCTA spans 2 counties; nearest county centroid is 15 km away, next is 31 km (margin 16 km)"
"joe-davison-park","Burlington",NC,27215,"Alamance",zip_nearest_county_centroid,0.78,0.8838,"ZCTA spans 2 counties; nearest county centroid is 11 km away, next is 24 km (margin 13 km)"
"mackintosh-on-the-lake-pickleball-court","Burlington",NC,27215,"Alamance",zip_nearest_county_centroid,0.78,0.8838,"ZCTA spans 2 counties; nearest county centroid is 13 km away, next is 22 km (margin 10 km)"
"spout-springs-church-gym-cameron-nc","Cameron",NC,28326,"Harnett",zip_nearest_county_centroid,0.6,0.5656,"ZCTA spans 3 counties; nearest county centroid is 19 km away, next is 26 km (margin 7 km)"
"carolina-beach-recreation-center","Carolina Beach",NC,,"",none,0,,"no postal_code"
"amberly-residents-center","Cary",NC,27519,"Wake",zip_nearest_county_centroid,0.78,0.9187,"ZCTA spans 2 counties; nearest county centroid is 24 km away, next is 34 km (margin 10 km)"
"carpenter-village","Cary",NC,27519,"Wake",zip_nearest_county_centroid,0.78,0.9187,"ZCTA spans 2 counties; nearest county centroid is 19 km away, next is 38 km (margin 19 km)"
"cary-tennis-park","Cary",NC,27519,"Wake",zip_nearest_county_centroid,0.78,0.9187,"ZCTA spans 2 counties; nearest county centroid is 19 km away, next is 37 km (margin 18 km)"
"cary-tennis-park-ctp","Cary",NC,27519,"Wake",zip_nearest_county_centroid,0.78,0.9187,"ZCTA spans 2 counties; nearest county centroid is 19 km away, next is 37 km (margin 18 km)"
"life-time-alston-town-center","Cary",NC,27519,"Wake",zip_nearest_county_centroid,0.78,0.9187,"ZCTA spans 2 counties; nearest county centroid is 22 km away, next is 36 km (margin 14 km)"
"northwest-cary-ymca","Cary",NC,27519,"Wake",zip_nearest_county_centroid,0.78,0.9187,"ZCTA spans 2 counties; nearest county centroid is 21 km away, next is 36 km (margin 15 km)"
"white-oak-park","Cary",NC,27519,"Wake",zip_nearest_county_centroid,0.78,0.9187,"ZCTA spans 2 counties; nearest county centroid is 19 km away, next is 37 km (margin 18 km)"
"western-park-7028","Cedar Point",NC,28584,"Onslow",zip_nearest_county_centroid,0.78,0.2828,"ZCTA spans 2 counties; nearest county centroid is 40 km away, next is 53 km (margin 13 km) — OVERRODE the larger-by-land-area candidate"
"chapel-hill-community-center","Chapel Hill",NC,27517,"Orange",zip_nearest_county_centroid,0.6,0.2327,"ZCTA spans 3 counties; nearest county centroid is 17 km away, next is 18 km (margin 1 km) — OVERRODE the larger-by-land-area candidate"
"chatham-county-northeast-park","Chapel Hill",NC,27517,"Orange",zip_nearest_county_centroid,0.6,0.2327,"ZCTA spans 3 counties; nearest county centroid is 18 km away, next is 21 km (margin 3 km) — OVERRODE the larger-by-land-area candidate"
"ephesus-park-pickleball-courts","Chapel Hill",NC,27517,"Orange",zip_nearest_county_centroid,0.6,0.2327,"ZCTA spans 3 counties; nearest county centroid is 18 km away, next is 21 km (margin 3 km) — OVERRODE the larger-by-land-area candidate"
"great-wall-activity-park-chapel-hill-nc","Chapel Hill",NC,27516,"Chatham",zip_nearest_county_centroid,0.6,0.1652,"ZCTA spans 2 counties; nearest county centroid is 18 km away, next is 26 km (margin 8 km) — OVERRODE the larger-by-land-area candidate"
"hargraves-community-center","Chapel Hill",NC,27516,"Orange",zip_nearest_county_centroid,0.78,0.8348,"ZCTA spans 2 counties; nearest county centroid is 17 km away, next is 29 km (margin 11 km)"
"lake-hogan-farms-tennis-courts-chapel-hill-nc","Chapel Hill",NC,27516,"Orange",zip_nearest_county_centroid,0.78,0.8348,"ZCTA spans 2 counties; nearest county centroid is 13 km away, next is 31 km (margin 18 km)"
"the-preserve-at-jordan-lake","Chapel Hill",NC,27517,"Chatham",zip_nearest_county_centroid,0.78,0.5794,"ZCTA spans 3 counties; nearest county centroid is 20 km away, next is 32 km (margin 12 km)"
"charlotte-squash-club-pickleball","Charlotte",NC,28221,"",none,0,,"ZIP has no ZCTA in the Census relationship file (often a PO-box or point ZIP)"
"clarke-creek-park-highland-creek","Charlotte",NC,28269,"Mecklenburg",zip_nearest_county_centroid,0.6,0.9691,"ZCTA spans 2 counties; nearest county centroid is 17 km away, next is 18 km (margin 1 km)"
"clarks-creek-community-park","Charlotte",NC,28269,"Mecklenburg",zip_nearest_county_centroid,0.78,0.9691,"ZCTA spans 2 counties; nearest county centroid is 12 km away, next is 24 km (margin 12 km)"
"colonel-francis-j-beatty-park-pickleball-courts-charlotte-nc","Charlotte",NC,,"",none,0,,"no postal_code"
"cornwell-center","Charlotte",NC,28284,"",none,0,,"ZIP has no ZCTA in the Census relationship file (often a PO-box or point ZIP)"
"cresswind-charlotte","Charlotte",NC,28227,"Mecklenburg",zip_nearest_county_centroid,0.6,0.9921,"ZCTA spans 2 counties; nearest county centroid is 16 km away, next is 23 km (margin 7 km)"
"mallard-creek-recreation-center","Charlotte",NC,28269,"Mecklenburg",zip_nearest_county_centroid,0.6,0.9691,"ZCTA spans 2 counties; nearest county centroid is 14 km away, next is 19 km (margin 5 km)"
"prosperity-athletic-club","Charlotte",NC,28269,"Mecklenburg",zip_nearest_county_centroid,0.78,0.9691,"ZCTA spans 2 counties; nearest county centroid is 14 km away, next is 23 km (margin 9 km)"
"the-volley-charlotte-f50026","Charlotte",NC,,"",none,0,,"no postal_code"
"unc-charlotte-student-activity-center","Charlotte",NC,28262,"Mecklenburg",zip_nearest_county_centroid,0.6,0.9908,"ZCTA spans 2 counties; nearest county centroid is 11 km away, next is 19 km (margin 8 km)"
"veterans-memorial-park-mint-hill-charlotte-charlotte-nc","Charlotte",NC,28227,"Mecklenburg",zip_nearest_county_centroid,0.78,0.9921,"ZCTA spans 2 counties; nearest county centroid is 11 km away, next is 30 km (margin 19 km)"
"willowmere-clubhouse-charlotte-charlotte-nc","Charlotte",NC,28271,"",none,0,,"ZIP has no ZCTA in the Census relationship file (often a PO-box or point ZIP)"
"clayton-community-center","Clayton",NC,27520,"Johnston",zip_nearest_county_centroid,0.6,0.9589,"ZCTA spans 2 counties; nearest county centroid is 18 km away, next is 22 km (margin 3 km)"
"clayton-fitness","Clayton",NC,27520,"Johnston",zip_nearest_county_centroid,0.6,0.9589,"ZCTA spans 2 counties; nearest county centroid is 19 km away, next is 21 km (margin 2 km)"
"clayton-nc-clayton-nc","Clayton",NC,27520,"Johnston",zip_nearest_county_centroid,0.6,0.9589,"ZCTA spans 2 counties; nearest county centroid is 18 km away, next is 22 km (margin 5 km)"
"rbi-training-academy","Clayton",NC,27520,"Johnston",zip_nearest_county_centroid,0.6,0.9589,"ZCTA spans 2 counties; nearest county centroid is 17 km away, next is 23 km (margin 6 km)"
"green-creek-community-center-columbus-nc","Columbus",NC,28780,"",none,0,,"ZIP has no ZCTA in the Census relationship file (often a PO-box or point ZIP)"
"frank-liske-park","Concord",NC,28027,"Cabarrus",zip_nearest_county_centroid,0.78,0.9999,"ZCTA spans 2 counties; nearest county centroid is 7 km away, next is 23 km (margin 15 km)"
"vineyard-point-cornelius-nc","Cornelius",NC,38031,"",none,0,,"ZIP has no ZCTA in the Census relationship file (often a PO-box or point ZIP)"
"creedmoor-gym-activity-center","Creedmoor",NC,27522,"Granville",zip_nearest_county_centroid,0.78,0.8797,"ZCTA spans 2 counties; nearest county centroid is 20 km away, next is 37 km (margin 17 km)"
"plum-creek-park-davidson-nc-28036-davidson-nc","Davidson",NC,28036,"Mecklenburg",zip_nearest_county_centroid,0.6,0.5798,"ZCTA spans 4 counties; nearest county centroid is 29 km away, next is 29 km (margin 1 km)"
"river-run-country-club-davidson-nc","Davidson",NC,28036,"Cabarrus",zip_nearest_county_centroid,0.6,0.3357,"ZCTA spans 4 counties; nearest county centroid is 25 km away, next is 25 km (margin 0 km) — OVERRODE the larger-by-land-area candidate"
"bombay-park","Denton",NC,27239,"Davidson",zip_nearest_county_centroid,0.78,0.6005,"ZCTA spans 2 counties; nearest county centroid is 20 km away, next is 29 km (margin 9 km)"
"the-springs-at-high-rock","Denton",NC,27239,"Davidson",zip_nearest_county_centroid,0.78,0.6005,"ZCTA spans 2 counties; nearest county centroid is 20 km away, next is 29 km (margin 9 km)"
"east-lincoln-community-center","Denver",NC,28037,"Lincoln",zip_nearest_county_centroid,0.6,0.892,"ZCTA spans 2 counties; nearest county centroid is 20 km away, next is 28 km (margin 8 km)"
"lakeshore-church-gym","Denver",NC,28037,"Lincoln",zip_nearest_county_centroid,0.6,0.892,"ZCTA spans 2 counties; nearest county centroid is 18 km away, next is 22 km (margin 4 km)"
"trilogy-lake-norman","Denver",NC,28037,"Lincoln",zip_nearest_county_centroid,0.6,0.892,"ZCTA spans 2 counties; nearest county centroid is 18 km away, next is 22 km (margin 4 km)"
